"name","ID","Apical_Buds_2h_vs_Apical_Buds_0h_p.val","Axillary_Buds_0h_vs_Apical_Buds_0h_p.val","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.val","Apical_Buds_2h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_0h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.adj","Apical_Buds_2h_vs_Apical_Buds_0h_significant","Axillary_Buds_0h_vs_Apical_Buds_0h_significant","Axillary_Buds_2h_vs_Axillary_Buds_0h_significant","significant","Apical_Buds_2h_vs_Apical_Buds_0h_ratio","Axillary_Buds_0h_vs_Apical_Buds_0h_ratio","Axillary_Buds_2h_vs_Axillary_Buds_0h_ratio","Apical_Buds_0h_centered","Apical_Buds_2h_centered","Axillary_Buds_0h_centered","Axillary_Buds_2h_centered"
"A0A068LJH6_PEA","A0A068LJH6",0.300675462863461,0.536396161035131,0.00121891879350873,0.883,0.727,0.0113,FALSE,FALSE,TRUE,TRUE,0.233,0.136,-0.909,0.11,0.343,0.246,-0.662
"A0A0E3VN01_PEA","A0A0E3VN01",0.217235694550807,0.0104998851002292,0.643630805751415,0.834,0.0437,0.81,FALSE,TRUE,FALSE,TRUE,0.447,-1.1,0.144,0.44,0.887,-0.662,-0.518
"A0A0F6NG56_PEA","A0A0F6NG56",0.120068693257102,0.000384715647206224,0.00813703114033012,0.738,0.00346,0.0432,FALSE,TRUE,TRUE,TRUE,-0.345,-1.14,-0.617,0.886,0.54,-0.257,-0.874
"A0A0F6NG84_PEA","A0A0F6NG84",0.254899751629223,7.41433903542962e-05,0.0621079125164009,0.854,0.00112,0.19,FALSE,TRUE,FALSE,TRUE,-0.346,-2.05,-0.546,1.36,1.02,-0.689,-1.24
"A0A0F6NGI2_PEA","A0A0F6NGI2",0.39387619372262,1.32587940879758e-07,8.51626705297121e-06,0.919,4.44e-05,0.000521,FALSE,TRUE,TRUE,TRUE,-0.316,-5.77,3.05,2.4,2.09,-3.37,-0.321
"A0A0F6NGJ4_PEA","A0A0F6NGJ4",0.839445907017189,0.00314217282964639,0.436358808464305,0.996,0.017,0.661,FALSE,TRUE,FALSE,TRUE,-0.151,-2.97,0.528,1.51,1.36,-1.45,-0.923
"A0A0F6NGK1_PEA","A0A0F6NGK1",0.833336627667297,0.00390031075454063,1.7196760321809e-05,0.996,0.0202,0.000795,FALSE,TRUE,TRUE,TRUE,0.0473,-0.862,-1.72,0.926,0.973,0.0639,-1.65
"A0A0H3WA21_PEA","A0A9D4WJ86",0.828065326941615,0.0282346061145867,0.00144129331556497,0.996,0.0934,0.0126,FALSE,FALSE,TRUE,TRUE,-0.0624,-0.739,1.17,0.102,0.0398,-0.637,0.529
"A0A0H5BV73_PEA","A0A0H5BV50",0.40303890342445,0.789690481398156,0.00157410761192695,0.923,0.895,0.0134,FALSE,FALSE,TRUE,TRUE,-0.15,0.0468,-0.701,0.206,0.0567,0.253,-0.447
"A0A0M3KL10_PEA","A0A0M3KL10",0.532058608801713,3.98602115418453e-07,8.10150692746362e-05,0.969,6.7e-05,0.00211,FALSE,TRUE,TRUE,TRUE,-0.259,-5.67,2.54,2.47,2.21,-3.2,-0.659
"A0A0M3KL11_PEA","A0A0M3KL11",0.364793169858343,5.55179995834935e-05,0.0314612191136595,0.908,0.000937,0.116,FALSE,TRUE,FALSE,TRUE,-0.3,-2.36,-0.723,1.56,1.26,-0.792,-1.52
"A0A0N7BU01_PEA","A0A0N7BU01",0.332817638599761,3.55956443033622e-06,0.0122084783114963,0.901,0.000184,0.0578,FALSE,TRUE,FALSE,TRUE,-0.252,-2.66,0.7,1.33,1.07,-1.33,-0.63
"A0A1Z2TIV8_PEA","A0A1Z2TIV8",0.703311133500864,0.0101727351185838,0.0713191240966492,0.996,0.0427,0.209,FALSE,TRUE,FALSE,TRUE,0.0929,-0.78,-0.436,0.519,0.612,-0.261,-0.697
"A0A2S1CDX8_PEA","A0A2S1CDX8",0.0653354320550498,2.2419785791749e-05,0.00025763701568306,0.639,0.000544,0.0041,FALSE,TRUE,TRUE,TRUE,-0.382,-1.53,-0.978,1.21,0.824,-0.325,-1.3
"A0A2S1CDX9_PEA","A0A2S1CDX9",0.926461061944162,0.150346375560975,0.00283344703581151,0.996,0.319,0.0204,FALSE,FALSE,TRUE,TRUE,-0.0289,-0.482,-1.14,0.582,0.553,0.0993,-1.04
"A0A2S1CDZ6_PEA","A0A9D4XNU4",0.115332216127152,0.00169494829422961,7.4536137874034e-06,0.733,0.0106,0.000492,FALSE,TRUE,TRUE,TRUE,-0.481,-1.25,2.41,0.154,-0.327,-1.09,1.32
"A0A2S1CE40_PEA","A0A2S1CE40",0.418375639308225,0.000183530595924427,8.61624744809025e-05,0.929,0.00208,0.00219,FALSE,TRUE,TRUE,TRUE,-0.18,-1.35,-1.34,1.15,0.969,-0.198,-1.54
"A0A2S1CE99_PEA","A0A2S1CE99",0.472018444951105,2.73779014308384e-05,0.123140078915696,0.953,0.000602,0.303,FALSE,TRUE,FALSE,TRUE,-0.259,-2.85,0.528,1.48,1.22,-1.37,-0.842
"A0A2S1CEA3_PEA","A0A2S1CEA3",0.232634363866284,0.000474681759837359,0.0573319166518494,0.845,0.00404,0.179,FALSE,TRUE,FALSE,TRUE,-0.29,-1.25,-0.445,0.884,0.594,-0.369,-0.814
"A0A2S1CEB5_PEA","A0A0F6NFX1",0.338773807562556,1.7050236239039e-05,0.447641273110262,0.901,0.000459,0.672,FALSE,TRUE,FALSE,TRUE,-0.282,-2.45,0.198,1.36,1.08,-1.09,-0.895
"A0A2S1CEC8_PEA","A0A2S1CEC8",0.408822933814417,0.000117895121685109,0.377524920611273,0.926,0.00153,0.613,FALSE,TRUE,FALSE,TRUE,-0.248,-1.93,-0.237,1.19,0.94,-0.747,-0.985
"A0A2S1CEE0_PEA","A0A2S1CEE0",0.0256938601293552,2.47678312866498e-06,0.375573779013052,0.509,0.000151,0.612,FALSE,TRUE,FALSE,TRUE,-0.588,-2.46,0.182,1.45,0.865,-1.01,-0.826
"A0A2S1CEG9_PEA","A0A2S1CEG9",0.114742955391751,0.00274753925954264,0.0463502866543261,0.733,0.0153,0.154,FALSE,TRUE,FALSE,TRUE,-1.68,-4,1.99,2.1,0.42,-1.9,0.0864
"A0A2S1CEH5_PEA","A0A2S1CEH5",0.404939191351797,0.000232577374340173,0.00186817973756969,0.924,0.00242,0.0152,FALSE,TRUE,TRUE,TRUE,-0.284,-2,-1.3,1.52,1.24,-0.476,-1.77
"A0A2U3TA33_PEA","A0A2U3TA33",0.0499435900030383,1.25633901119427e-07,3.60214833938695e-05,0.594,4.44e-05,0.00124,FALSE,TRUE,TRUE,TRUE,-0.753,-5.42,2.35,2.52,1.77,-2.9,-0.55
"A0A386K171_PEA","A0A386K0X0",0.479982566037743,0.00012522335141158,0.00488721299370758,0.954,0.0016,0.0302,FALSE,TRUE,TRUE,TRUE,-0.17,1.55,-0.78,-0.584,-0.754,0.962,0.181
"A0A7H0S597_PEA","A0A7H0S597",0.678928330017951,0.0947913968472481,0.00267768670352574,0.996,0.231,0.0196,FALSE,FALSE,TRUE,TRUE,-0.131,-0.574,1.15,0.035,-0.0956,-0.539,0.612
"A0A8A4HHB1_PEA","A0A8A4HHB1",0.627465585277086,0.000556603037185909,0.000824033717828074,0.994,0.00457,0.00857,FALSE,TRUE,TRUE,TRUE,0.108,-1.16,0.979,0.337,0.445,-0.825,0.154
"A0A8A4HHX1_PEA","A0A8A4HHX1",0.0243440933598236,0.000540551700862126,0.170609206820683,0.504,0.00445,0.376,FALSE,TRUE,FALSE,TRUE,0.469,0.931,-0.229,-0.573,-0.104,0.358,0.128
"A0A8A4HIF1_PEA","A0A8A4HIF1",0.953324426073966,0.000194491261946865,0.000105630968151911,0.996,0.00217,0.00247,FALSE,TRUE,TRUE,TRUE,-0.017,-1.78,1.74,0.503,0.486,-1.28,0.458
"A0A8A4HIW7_PEA","A0A8A4HIW7",0.265811765901982,0.0257111383223817,0.00014526613177918,0.86,0.0869,0.00297,FALSE,FALSE,TRUE,TRUE,0.251,-0.57,1.24,-0.0956,0.155,-0.666,0.574
"A0A8A4HKI2_PEA","A0A8A4HKI2",0.133317654090677,0.000135621839332338,0.00098182857391877,0.754,0.00169,0.00969,FALSE,TRUE,TRUE,TRUE,-0.354,1.42,-0.946,-0.418,-0.772,0.998,0.0525
"A0A8A4HKN7_PEA.1","A0A8A4HKN7",0.527454091035773,0.00405576457311911,0.0338931697347584,0.968,0.0209,0.122,FALSE,TRUE,FALSE,TRUE,-0.59,-3.52,2.03,1.53,0.936,-1.99,0.0388
"A0A9D4VEX7_PEA","A0A9D4VEX7",0.910441777519705,0.0696232428154176,0.000736983326348026,0.996,0.184,0.00807,FALSE,FALSE,TRUE,TRUE,0.0382,-0.687,1.53,-0.054,-0.0158,-0.741,0.792
"A0A9D4VF95_PEA.1","A0A9D4VF16",0.744304887849222,0.0220087347924178,0.004664390594698,0.996,0.0774,0.0292,FALSE,FALSE,TRUE,TRUE,0.158,-1.32,1.61,0.237,0.395,-1.08,0.526
"A0A9D4VFB3_PEA","A0A9D4VFB3",0.689760697135933,0.000668841747134458,0.277108610935494,0.996,0.0052,0.513,FALSE,TRUE,FALSE,TRUE,0.0878,1.12,-0.221,-0.575,-0.487,0.546,0.325
"A0A9D4VFD8_PEA","A0A9D4VFD8",0.906841054773687,0.000650566995480661,0.0029535439714356,0.996,0.00514,0.0211,FALSE,TRUE,TRUE,TRUE,0.0251,-1.1,0.774,0.384,0.409,-0.719,0.0544
"A0A9D4VFF3_PEA","A0A9D4VFF3",0.149456890968435,0.00149136336295181,0.0432393385702778,0.776,0.00955,0.147,FALSE,TRUE,FALSE,TRUE,0.319,0.935,-0.428,-0.48,-0.161,0.455,0.0264
"A0A9D4VFW9_PEA","A0A9D4VFW9",0.201747136768605,3.84542809940073e-05,0.0300989223200043,0.821,0.000744,0.112,FALSE,TRUE,FALSE,TRUE,0.238,1.36,-0.401,-0.696,-0.459,0.662,0.261
"A0A9D4VG63_PEA","A0A9D4VG63",0.0149728344966483,8.35002582819541e-05,0.000314502742772893,0.437,0.00121,0.00466,FALSE,TRUE,TRUE,TRUE,-0.669,-1.56,1.16,0.718,0.0488,-0.842,0.314
"A0A9D4VG67_PEA","A0A9D4VG67",0.481555934825922,0.149387304297853,0.00471185204701099,0.955,0.318,0.0293,FALSE,FALSE,TRUE,TRUE,-0.19,-0.41,0.884,0.0346,-0.156,-0.376,0.508
"A0A9D4VG90_PEA","A0A9D4VG90",0.270107674031635,0.0314941949177599,0.000227497630215701,0.864,0.102,0.00378,FALSE,FALSE,TRUE,TRUE,0.188,-0.411,0.88,-0.0672,0.121,-0.478,0.402
"A0A9D4VG97_PEA","A0A9D4VG97",0.927381397367515,0.00926486081457758,0.058729729400945,0.996,0.0398,0.183,FALSE,TRUE,FALSE,TRUE,-0.0708,-2.54,1.48,1,0.932,-1.54,-0.0621
"A0A9D4VGB1_PEA","A0A9D4VGB1",0.352976642803615,0.00417546321497928,0.138134374230921,0.904,0.0213,0.327,FALSE,TRUE,FALSE,TRUE,-0.207,-0.824,0.309,0.422,0.214,-0.402,-0.0932
"A0A9D4VGC5_PEA","A0A9D4VGC5",0.421631122414122,0.0139511499059538,0.000112997759414206,0.929,0.0544,0.00256,FALSE,FALSE,TRUE,TRUE,0.152,0.56,-1.1,-0.0463,0.106,0.513,-0.589
"A0A9D4VGF9_PEA","A0A9D4VI14",0.0257030026214527,6.44394260870255e-08,6.7828134839683e-08,0.509,3.82e-05,4.86e-05,FALSE,TRUE,TRUE,TRUE,0.478,-3.16,2.81,0.827,1.31,-2.33,0.476
"A0A9D4VGH0_PEA","A0A9D4VGH0",0.382139376186063,8.55189142384978e-06,0.0423801090589998,0.917,0.000322,0.145,FALSE,TRUE,FALSE,TRUE,-0.198,-2.07,0.459,1.06,0.861,-1.01,-0.554
"A0A9D4VGJ8_PEA","A0A9D4VGJ8",0.410484923580384,0.00976858997292404,0.00267651499284332,0.928,0.0415,0.0196,FALSE,TRUE,TRUE,TRUE,0.202,0.777,-0.88,-0.239,-0.0371,0.538,-0.342
"A0A9D4VGK0_PEA","A0A9D4VGK0",0.236837579323787,0.748808813242014,0.00153540531362881,0.846,0.871,0.0132,FALSE,FALSE,TRUE,TRUE,0.282,0.0732,-0.916,0.133,0.415,0.206,-0.709
"A0A9D4VGL4_PEA","A0A9D4VGL4",0.998043866025324,0.17945198561037,0.00329052341280213,1,0.36,0.0228,FALSE,FALSE,TRUE,TRUE,0.00238,1.38,-3.44,0.183,0.186,1.57,-1.87
"A0A9D4VGM4_PEA","A0A9D4VGM4",0.975348364357491,0.000369181444900997,0.00157059618365387,0.996,0.00337,0.0134,FALSE,TRUE,TRUE,TRUE,-0.00678,-1.23,0.879,0.432,0.425,-0.796,0.0828
"A0A9D4VGM5_PEA","A0A9D4VGM5",0.451178198181294,0.953504575934361,0.000675795572841617,0.938,0.978,0.00754,FALSE,FALSE,TRUE,TRUE,0.366,-0.0278,2.18,-0.68,-0.314,-0.708,1.48
"A0A9D4VGR1_PEA","A0A9D4VGR1",0.0771819453777064,0.00946415491694934,0.0298578167392072,0.669,0.0404,0.112,FALSE,TRUE,FALSE,TRUE,1.33,2.21,-1.54,-1.15,0.18,1.06,-0.479
"A0A9D4VGR2_PEA","A0A9D4VGR2",0.340491051449215,0.209008336316346,0.00176752385540093,0.903,0.399,0.0146,FALSE,FALSE,TRUE,TRUE,-0.193,-0.26,-0.772,0.405,0.212,0.145,-0.627
"A0A9D4VGU5_PEA","A0A9D4VGU5",0.501761200647231,0.000424457619994382,0.000179805985820009,0.96,0.00372,0.00329,FALSE,TRUE,TRUE,TRUE,-0.179,-1.44,1.46,0.435,0.257,-1,0.454
"A0A9D4VH07_PEA","A0A9D4VFB6",0.182921844938743,0.0107756661115375,0.0119587456184432,0.801,0.0445,0.0567,FALSE,TRUE,FALSE,TRUE,1.39,3.14,-2.75,-1.34,0.0512,1.79,-0.952
"A0A9D4VH19_PEA","A0A9D4VH19",0.806582383406932,0.00340483607383541,0.169169672693065,0.996,0.0181,0.374,FALSE,TRUE,FALSE,TRUE,-0.193,-3.09,1.03,1.46,1.27,-1.63,-0.606
"A0A9D4VH76_PEA","A0A9D4VH76",0.093371409031618,0.00322116193959576,0.84721447776383,0.698,0.0173,0.928,FALSE,TRUE,FALSE,TRUE,1.1,2.38,0.103,-1.63,-0.526,0.754,0.857
"A0A9D4VH92_PEA","A0A9D4VH92",0.473568936880327,0.00114529681447236,0.0173458068352909,0.953,0.00773,0.0755,FALSE,TRUE,FALSE,TRUE,-0.149,-0.965,-0.527,0.711,0.561,-0.254,-0.781
"A0A9D4VHL1_PEA","A0A9D4VHL1",0.173923894445961,4.3102233449445e-06,0.00866619960835046,0.792,0.000201,0.045,FALSE,TRUE,TRUE,TRUE,-0.426,-3.02,0.874,1.53,1.1,-1.5,-0.622
"A0A9D4VHQ6_PEA","A0A9D4VHQ6",0.87978327773948,0.00489251570876494,0.000174699549471874,0.996,0.024,0.00323,FALSE,TRUE,TRUE,TRUE,0.0356,0.868,-1.31,-0.125,-0.0897,0.743,-0.57
"A0A9D4VHR3_PEA","A0A9D4VHR3",0.0365171427592852,0.00157967556940173,0.0846591604909899,0.565,0.01,0.236,FALSE,TRUE,FALSE,TRUE,1.87,3.46,-1.31,-2.04,-0.17,1.42,0.107
"A0A9D4VHS1_PEA","A0A9D4VHS1",0.925376086993835,0.000960279268943021,0.00370187102455958,0.996,0.00681,0.0249,FALSE,TRUE,TRUE,TRUE,-0.0497,-2.57,1.84,0.912,0.863,-1.65,0.184
"A0A9D4VHS4_PEA","A0A9D4VHS4",0.015170155661403,0.116861119618008,0.00632540594358075,0.437,0.268,0.0364,FALSE,FALSE,TRUE,TRUE,2.48,-1.42,2.64,-0.62,1.86,-2.04,0.595
"A0A9D4VHX6_PEA","A0A9D4VHX6",0.022204621482621,0.0133071844684156,0.00337677806792303,0.491,0.0525,0.0231,FALSE,FALSE,TRUE,TRUE,-0.71,-0.794,-0.919,0.877,0.167,0.0837,-0.835
"A0A9D4VI11_PEA","A0A9D4VI11",0.406756314200823,0.0245657434736875,0.00606184014988714,0.925,0.0842,0.0353,FALSE,FALSE,TRUE,TRUE,0.244,0.764,0.911,-0.732,-0.488,0.0323,0.944
"A0A9D4VI25_PEA","A0A9D4VI25",0.0850764524992045,0.00105161063492476,0.146628785902178,0.681,0.00728,0.34,FALSE,TRUE,FALSE,TRUE,0.329,0.828,-0.241,-0.475,-0.147,0.352,0.111
"A0A9D4VI29_PEA","A0A9D4VI29",0.0283132592913433,4.1146979353684e-07,8.34191503848797e-08,0.524,6.76e-05,4.95e-05,FALSE,TRUE,TRUE,TRUE,0.536,2.88,-3.14,-0.86,-0.324,2.02,-1.12
"A0A9D4VI35_PEA","A0A9D4VI35",0.607972621167638,0.471946980459757,0.00889231299002591,0.993,0.671,0.0457,FALSE,FALSE,TRUE,TRUE,-0.36,-0.509,-2.05,0.936,0.576,0.427,-1.63
"A0A9D4VI45_PEA","A0A9D4VI45",0.180765753585883,0.00368906435180387,0.016317430880957,0.798,0.0193,0.0718,FALSE,TRUE,FALSE,TRUE,-0.339,-0.928,0.624,0.429,0.0895,-0.5,0.124
"A0A9D4VI99_PEA","A0A9D4VI99",0.843257687941186,5.09155718556201e-06,0.00060340458698771,0.996,0.000222,0.007,FALSE,TRUE,TRUE,TRUE,-0.0385,1.95,-0.905,-0.807,-0.846,1.14,0.24
"A0A9D4VIA5_PEA","A0A9D4VIA5",0.30824990488322,9.81858833388842e-06,1.38836055591357e-05,0.89,0.000353,0.000687,FALSE,TRUE,TRUE,TRUE,-0.19,1.66,-1.42,-0.468,-0.658,1.2,-0.226
"A0A9D4VIF9_PEA","A0A9D4VIF9",0.670889768283589,0.0364362751602707,0.00735188339055455,0.996,0.113,0.0401,FALSE,FALSE,TRUE,TRUE,0.126,-0.713,0.902,0.108,0.234,-0.604,0.298
"A0A9D4VIH0_PEA.1","A0A9D4VIH0",0.0509577683196118,0.0853296439604128,0.00172674527525814,0.595,0.214,0.0144,FALSE,FALSE,TRUE,TRUE,-1.74,1.49,-3.1,0.507,-1.23,2,-1.1
"A0A9D4VIH4_PEA.1","A0A9D4ZV35",0.972910164923316,0.0183101112552327,0.00457180869044714,0.996,0.067,0.0288,FALSE,FALSE,TRUE,TRUE,0.0141,-1.18,1.39,0.262,0.276,-0.918,0.468
"A0A9D4VIM9_PEA","A0A9D4VIM9",0.2458591510258,0.0359364079730948,1.17132187745466e-05,0.848,0.112,0.000623,FALSE,FALSE,TRUE,TRUE,-0.296,0.593,-1.97,0.294,-0.00199,0.887,-1.08
"A0A9D4VIN0_PEA","A0A9D4VIN0",0.90522211673728,2.75292158211662e-05,5.84563685732428e-05,0.996,0.000603,0.00172,FALSE,TRUE,TRUE,TRUE,-0.0275,-1.86,1.5,0.612,0.584,-1.25,0.255
"A0A9D4VIN7_PEA","A0A9D4VIN7",0.919983858403503,0.366421310248551,0.00662886212179739,0.996,0.572,0.0374,FALSE,FALSE,TRUE,TRUE,0.0213,-0.197,-0.662,0.282,0.303,0.0853,-0.576
"A0A9D4VIQ1_PEA","A0A9D4VIQ1",0.772308417760109,0.00223123870095553,0.0825336164208655,0.996,0.013,0.232,FALSE,TRUE,FALSE,TRUE,-0.255,-3.71,1.5,1.68,1.43,-2.03,-0.523
"A0A9D4VIQ2_PEA","A0A9D4VIQ2",0.494560992814012,0.00304746091256766,0.271620674242176,0.96,0.0165,0.507,FALSE,TRUE,FALSE,TRUE,0.225,1.3,-0.331,-0.68,-0.455,0.62,0.289
"A0A9D4VIV0_PEA","A0A9D4VIV0",0.745261073061827,1.04300809680035e-05,1.76388277312186e-06,0.996,0.000362,2e-04,FALSE,TRUE,TRUE,TRUE,-0.0765,2.15,-2.41,-0.492,-0.568,1.66,-0.759
"A0A9D4VIY3_PEA","A0A9D5B715",0.138781998053684,0.0103041357333166,0.00105429634549656,0.763,0.0431,0.0102,FALSE,TRUE,TRUE,TRUE,0.489,-0.987,1.31,0.0463,0.536,-0.941,0.374
"A0A9D4VIY4_PEA.1","A0A9D4VIY4",0.0403470086911179,0.0395107844503522,0.00100587259490972,0.57,0.12,0.00985,FALSE,FALSE,TRUE,TRUE,-1.29,-1.3,-2.36,1.7,0.412,0.405,-1.95
"A0A9D4VJ11_PEA","A0A9D4VJ11",0.326639069043864,0.00181869242447416,0.0616645896514304,0.9,0.0112,0.189,FALSE,TRUE,FALSE,TRUE,0.163,0.706,-0.303,-0.347,-0.184,0.359,0.0563
"A0A9D4VJ29_PEA","A0A9D4VIU5",0.393527239938042,0.000213392030979816,0.000415865006648567,0.918,0.00228,0.00556,FALSE,TRUE,TRUE,TRUE,0.17,-1.18,0.957,0.336,0.506,-0.843,0.114
"A0A9D4VJ73_PEA","A0A9D4VJ73",0.640431846334807,9.76999525098338e-05,0.200274742700914,0.996,0.00134,0.418,FALSE,TRUE,FALSE,TRUE,-0.114,-1.65,0.294,0.849,0.735,-0.798,-0.504
"A0A9D4VJD8_PEA","A0A9D4VJD8",0.200754460535192,3.08821957886562e-05,0.013112515644832,0.82,0.000642,0.0612,FALSE,TRUE,FALSE,TRUE,-0.383,-2.25,0.775,1.12,0.737,-1.13,-0.354
"A0A9D4VJH4_PEA","A0A9D4VJH4",0.874386447634168,2.49600837294574e-07,6.73651574860131e-06,0.996,5.5e-05,0.000456,FALSE,TRUE,TRUE,TRUE,0.0405,-3.77,2.22,1.44,1.48,-2.33,-0.11
"A0A9D4VJL7_PEA","A0A9D4VJL7",0.823284271163664,0.00114145579488459,0.0117123140480455,0.996,0.00771,0.0561,FALSE,TRUE,FALSE,TRUE,0.0482,1.02,-0.602,-0.403,-0.355,0.613,0.0107
"A0A9D4VJQ2_PEA","A0A9D4VJQ2",0.501400914555509,0.000241956742336251,0.0125096986996719,0.96,0.00249,0.0589,FALSE,TRUE,FALSE,TRUE,-0.245,-2.14,0.99,0.963,0.718,-1.17,-0.185
"A0A9D4VJQ6_PEA","A0A9D4VJQ6",0.961212146765742,0.00069007717967317,0.000160056822306588,0.996,0.00534,0.00311,FALSE,TRUE,TRUE,TRUE,-0.0124,-1.3,1.44,0.319,0.307,-0.979,0.46
"A0A9D4VJW7_PEA","A0A9D4VJW7",0.965530726226022,0.748122539730424,0.00994907243540317,0.996,0.87,0.0497,FALSE,FALSE,TRUE,TRUE,0.0487,-0.363,3.25,-0.703,-0.654,-1.07,2.19
"A0A9D4VJY1_PEA","A0A9D4VJY1",0.56196552746955,0.000229304960125661,0.00135072197838373,0.981,0.0024,0.0121,FALSE,TRUE,TRUE,TRUE,0.17,1.74,-1.19,-0.669,-0.5,1.07,-0.121
"A0A9D4VJY3_PEA","A0A9D4VJY3",0.688446508949262,0.0141467521391974,0.000137190737994402,0.996,0.055,0.00285,FALSE,FALSE,TRUE,TRUE,-0.111,-0.829,1.59,0.048,-0.0631,-0.781,0.812
"A0A9D4VJZ4_PEA","A0A9D4VJZ4",0.577234530831362,0.767492468163927,0.00211603330101356,0.988,0.883,0.0166,FALSE,FALSE,TRUE,TRUE,0.174,0.0917,1.18,-0.419,-0.245,-0.327,0.852
"A0A9D4VK39_PEA","A0A9D4VK39",0.0757676693995139,4.64610012512261e-05,6.06827333115787e-05,0.667,0.00084,0.00174,FALSE,TRUE,TRUE,TRUE,-0.528,-2.01,1.73,0.768,0.24,-1.24,0.491
"A0A9D4VK59_PEA","A0A9D4VK59",0.297827108272723,0.000136280323697548,0.0724322242651844,0.883,0.00169,0.211,FALSE,TRUE,FALSE,TRUE,0.307,1.84,-0.509,-0.949,-0.642,0.892,0.383
"A0A9D4VK68_PEA","A0A9D4VK68",0.888135336209263,0.0190816318329327,0.00572076558053017,0.996,0.0691,0.034,FALSE,FALSE,TRUE,TRUE,0.103,-2.06,2.35,0.456,0.559,-1.6,0.741
"A0A9D4VKF6_PEA","A0A9D4VKF6",0.956732521653387,0.46369503093347,0.000698800297488818,0.996,0.665,0.00772,FALSE,FALSE,TRUE,TRUE,0.0112,-0.153,0.937,-0.175,-0.164,-0.328,0.608
"A0A9D4VKF8_PEA","A0A9D4VKF8",0.0896587589807313,3.86174190027262e-05,0.000196170163995705,0.692,0.000745,0.00342,FALSE,TRUE,TRUE,TRUE,0.41,1.69,-1.21,-0.705,-0.295,0.986,-0.221
"A0A9D4VKP5_PEA","A0A9D4VKP5",6.56886904795987e-05,4.42579158729741e-07,0.00151900092094877,0.039,6.83e-05,0.0131,TRUE,TRUE,TRUE,TRUE,2.33,4.47,-1.31,-2.71,-0.381,1.75,0.438
"A0A9D4VKT9_PEA","A0A9D4VKT9",0.444210468556287,0.00743727074205441,0.278057612454163,0.935,0.0336,0.514,FALSE,TRUE,FALSE,TRUE,-0.485,-2.12,0.627,1.12,0.635,-1,-0.377
"A0A9D4VKW3_PEA","A0A9D4VKW3",0.619944063131618,0.000797890826241713,0.100991866914108,0.993,0.00595,0.266,FALSE,TRUE,FALSE,TRUE,0.115,1.15,-0.369,-0.558,-0.443,0.592,0.223
"A0A9D4VKW4_PEA","A0A9D4VKW4",0.706939507602382,0.212970494357805,0.00103607570422281,0.996,0.404,0.0101,FALSE,FALSE,TRUE,TRUE,-0.082,-0.284,-0.929,0.431,0.349,0.147,-0.782
"A0A9D4VL16_PEA","A0A9D4VL16",0.261755620582922,0.00999881241270871,5.56152815855147e-05,0.857,0.0421,0.00167,FALSE,TRUE,TRUE,TRUE,-0.326,-0.9,1.83,0.0819,-0.245,-0.819,1.01
"A0A9D4VL38_PEA","A0A9D4VL38",0.415972712231646,3.41878876640198e-06,1.53584386672089e-06,0.929,0.000181,0.000191,FALSE,TRUE,TRUE,TRUE,0.171,2.18,-2.16,-0.646,-0.475,1.53,-0.626
"A0A9D4VL64_PEA","A0A9D4VJE2",0.0218313044684596,0.000102817905994847,0.00828845150547674,0.49,0.0014,0.0436,FALSE,TRUE,TRUE,TRUE,-0.785,-1.93,0.859,1.03,0.247,-0.897,-0.0384
"A0A9D4VL77_PEA","A0A9D4VK25",0.064966052500479,3.11265773419259e-05,7.10975477969476e-06,0.639,0.000642,0.000477,FALSE,TRUE,TRUE,TRUE,0.362,1.39,-1.51,-0.445,-0.0825,0.945,-0.565
"A0A9D4VLC4_PEA","A0A9D4VLC4",0.620703451389787,0.000124044352274744,0.272358066138416,0.993,0.00159,0.508,FALSE,TRUE,FALSE,TRUE,-0.152,-2,0.312,1.05,0.896,-0.953,-0.641
"A0A9D4VLE3_PEA.1","A0A9D4VLE3",0.546752553939848,0.000840953871386824,0.00271969194353141,0.974,0.00617,0.0199,FALSE,TRUE,TRUE,TRUE,-0.291,-2.36,1.75,0.891,0.599,-1.47,0.277
"A0A9D4VLF1_PEA","A0A9D4VLF1",0.756678434877208,0.189378383673872,0.00140170431068526,0.996,0.373,0.0124,FALSE,FALSE,TRUE,TRUE,-0.063,0.281,-0.827,0.0893,0.0263,0.37,-0.456
"A0A9D4VLH4_PEA","A0A9D4VLH4",3.63828615845862e-07,2.16618034740896e-07,0.00456943050699981,0.0014,5.22e-05,0.0288,TRUE,TRUE,TRUE,TRUE,3.2,3.42,0.763,-2.95,0.258,0.472,1.23
"A0A9D4VLJ4_PEA","A0A9D4VLJ4",0.0350054663295523,0.844547397088564,0.00120728280264123,0.556,0.924,0.0112,FALSE,FALSE,TRUE,TRUE,-0.826,-0.0664,-1.41,0.647,-0.179,0.581,-0.833
"A0A9D4VLV9_PEA","A0A9D4VLV9",0.580897083246973,0.00786876028685849,0.0130985091325953,0.989,0.035,0.0612,FALSE,TRUE,FALSE,TRUE,-0.135,0.817,-0.66,-0.229,-0.364,0.588,-0.0721
