"Var1","Apical_Buds_0h_R2","Apical_Buds_0h_R3","Axillary_Buds_2h_R2","Apical_Buds_2h_R4","Axillary_Buds_2h_R1","Axillary_Buds_2h_R3","Apical_Buds_2h_R1","Apical_Buds_2h_R2","Axillary_Buds_0h_R1","Axillary_Buds_0h_R2","Axillary_Buds_0h_R3"
"A0A9D4WIK9_PEA",17.5692790938841,18.2707168325151,18.0374039780195,17.6034029577257,18.0374039780195,18.0891165737049,17.6378590193008,16.9923469134064,17.3662277157906,17.1328868352883,16.9492397692975
"A0A9D4WIM2_PEA",17.449815183523,17.4222004565336,17.9927819262062,18.226356405119,17.9927819262062,18.7944335287872,18.1146296361373,17.6822067421821,19.6029497495411,20.2527198231729,20.2443930818726
"A0A9D4WIP3_PEA",18.7713574834379,18.8657817295704,19.1780949220355,18.3721195736711,19.1780949220355,19.2750943686581,18.593134450685,19.04549340455,19.6147038778184,19.4993037393889,19.504997187121
"A0A9D4WIP7_PEA",20.2969206624208,19.9687844067673,21.2683822764532,20.738499694733,21.2683822764532,21.1042849455979,19.7973515575834,20.6691668711076,18.2239453844701,17.966823605778,15.7314324984255
"A0A9D4WIQ7_PEA",23.9494244252664,23.5546449095117,21.3233888295135,23.9146189760111,21.3233888295135,21.9463468279089,23.7486491961055,23.8410431963993,23.0544072813505,22.5260329543482,22.7643206035542
"A0A9D4WIQ9_PEA",20.2878483051814,20.4517425221011,20.0052735352746,20.5518763170856,20.0052735352746,19.8103858310508,20.669909708091,20.6572190348046,18.6072230846944,18.9075749373381,18.7323579040713
"A0A9D4WIR2_PEA",19.5303807118739,20.0657953698724,20.1956771975398,19.6965597325061,20.1956771975398,19.8965775559577,19.9197499078462,19.6986258312865,21.4441213441137,21.0590593499935,20.8011257588525
"A0A9D4WIR4_PEA",21.4873772807051,21.4310023072073,20.0977953175074,20.9931547960426,20.0978068178124,20.1334020824689,21.0440322667097,21.0908965526231,19.3829502642647,19.5092229102681,19.2739802137956
"A0A9D4WIS6_PEA",22.2048400941058,22.5623906359681,20.0354010538991,21.8467714055373,20.0354010538991,20.3280895320475,22.3897054302051,21.9487522873725,21.0432755495567,21.2318033464365,21.4203291209777
"A0A9D4WIU3_PEA",17.0821978541685,17.4797283082158,18.2741738514599,17.3137043274403,18.2741707266513,18.8451668682881,17.92406999991,17.4945303933108,17.4745378430773,17.26410172104,17.4286206315359
"A0A9D4WIW7_PEA",24.7521357493208,24.3981487519171,24.2405294675414,24.6878700637082,24.2405294675414,24.8370837787059,25.0797055714789,24.8254471797078,23.3795367072245,23.4819567082183,23.5658196267433
"A0A9D4WJ23_PEA",18.4364214992078,18.4948309507318,19.6958214163374,18.7853456581775,19.6958214163374,19.6148863768008,19.0037978131005,18.8431584301091,19.4614240958658,19.3794991339354,19.1912159099767
"A0A9D4WJ30_PEA",18.5582830942266,18.4874927940786,20.6235590962613,18.8021742256175,20.6235590962613,20.258727804838,17.6165776131017,18.5446948336052,18.1167758521561,18.6670493392974,18.2988179761317
"A0A9D4WJ52_PEA",15.9583245906604,17.163709863004,18.9343134392135,16.7366519185802,18.9343134392135,18.8407557799146,16.4488832507798,16.2969693691047,17.9353357812377,17.8859557972059,17.980852719052
"A0A9D4WJ88_PEA",18.3087376376695,17.2862969030353,17.9080316931175,18.1617291722348,17.9080316931175,17.8530329996864,17.9168708617168,17.9855959793392,15.1535036082863,14.8868594454523,14.6164012860811
"A0A9D4WJ99_PEA",20.6220433178525,20.3787868675952,19.8407988282821,20.8082285157465,19.8407988282821,19.8674380942555,20.5703924756616,20.440652766385,20.652397306717,20.819669049879,20.8789381608905
"A0A9D4WJD2_PEA",20.3640520341784,19.523492199887,18.7160807734264,18.3925531531048,17.5849868131438,17.00432387637,18.5878459972046,18.1813711946105,18.0444030527612,18.5603389457932,18.5683667784879
"A0A9D4WJN2_PEA",19.8272708924297,19.6770069089986,20.2201385937228,20.2021765926257,20.2201385937228,20.3210290856449,19.562248112385,19.7036568315107,21.0890889906761,20.9294767228856,20.7889304305957
"A0A9D4WJQ6_PEA",19.7967546005111,19.9972871375743,21.172378045365,19.7257443781192,21.172378045365,20.8475097578342,20.0000074557719,20.0744111664937,19.4594747741789,19.6935139142507,19.7986524703176
"A0A9D4WJT1_PEA",17.6319999811099,17.2355714401585,18.1990682586201,17.804438807046,18.1990682586201,17.9176148846159,17.3083719686663,18.0058169117127,18.6332763221354,18.6957461731626,18.9188213959763
"A0A9D4WJT7_PEA",20.5298776421924,20.5952069419428,20.9509642079648,20.8746694702721,20.9509642079648,20.9244917721282,20.858176345523,20.4472391387442,21.8528153357134,21.8735250224194,22.0099987806892
"A0A9D4WJT8_PEA",19.3284822822894,19.0399120249806,20.9888431234115,19.1400950478726,20.9888431234115,20.9021056587952,19.5468383320263,19.7833165578357,19.5651077227722,20.1386885203324,20.1809593262266
"A0A9D4WJW7_PEA",21.5456346443098,21.3317140587242,22.0902469928091,21.7370205369308,22.0902469928091,22.2165587064356,21.5343596939976,21.6614099866293,22.4511256530774,22.4479459765897,22.3193104052146
"A0A9D4WJX0_PEA",17.5632353735888,18.4235779083593,17.7659410474799,17.7130926831728,17.7659410474799,18.4569999888956,18.2470714127321,17.9430394809681,15.7781388058196,15.3285815171236,15.1931110937187
"A0A9D4WJY9_PEA",21.3969609595903,21.1887434413751,21.8455861963691,21.3734443107358,21.8455861963691,21.6553461981694,21.0534767117049,21.2289444164208,21.7686181831701,22.0603677761482,22.180923920144
"A0A9D4WK04_PEA",19.3166752176851,19.3118301416731,21.0451400799997,19.5201907983731,21.0451400799997,21.0217564634233,19.139120723602,19.5995475917001,20.0047974111279,20.5252824254349,20.0988673366219
"A0A9D4WK21_PEA",21.0815506594334,21.5199508594513,21.1778891588474,20.9722757937057,21.1778891588474,21.0955191884773,20.7142808781691,21.2049572162934,22.2681480972976,22.2702436686529,22.7099499784253
"A0A9D4WK44_PEA",20.2005945697043,20.1532446344423,19.6220287842502,19.8164956630854,17.2395930300221,17.9084890748112,20.2598207174483,19.9977672055415,17.6808496362625,17.8345061410189,17.9473094215997
"A0A9D4WK57_PEA",19.9570986336878,19.6290208866043,19.282079352919,19.6192861782113,19.282079352919,19.2935334620473,18.0121256069035,18.5213310868645,18.4477807086119,18.6092983069448,18.4476571017917
"A0A9D4WKE3_PEA",19.7187582784341,19.6675510750125,18.4031870013121,19.6258931344824,18.4031870013121,19.1076400179297,19.5919322486366,19.7329276019504,19.6128096191954,19.6025235054835,19.8874527830453
