"name","ID","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.val","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.adj","Axillary_Buds_2h_vs_Axillary_Buds_0h_significant","Axillary_Buds_2h_vs_Axillary_Buds_0h_ratio"
"A0A9D4YP09_PEA","A0A9D4YP09",0.000511330287387056,0.00624,TRUE,-1.31
"A0A9D4YPF3_PEA","A0A9D4YPF3",0.000819014056455219,0.00854,TRUE,-1.14
"A0A9D4YPN4_PEA","A0A9D4YPN4",0.00863840470674974,0.045,TRUE,2.56
"A0A9D4YQ55_PEA","A0A9D4YQ55",0.00341185830908859,0.0233,TRUE,-0.905
"A0A9D4YQB8_PEA","A0A9D4YQB8",0.000921858551430172,0.0093,TRUE,0.77
"A0A9D4ZSE2_PEA","A0A9D4ZSE2",0.00701038654046828,0.0387,TRUE,-0.847
"A0A9D4ZSL4_PEA","A0A9D4ZSL4",0.000118864329148239,0.00262,TRUE,1.74
"A0A9D4ZSV2_PEA","A0A9D4ZSV2",0.0042590005861095,0.0274,TRUE,-0.682
"A0A9D4ZT27_PEA","A0A9D4VGT9",9.63363304459215e-06,0.000555,TRUE,1.6
"A0A9D4ZTD7_PEA","A0A9D4ZTD7",0.00634979978615295,0.0365,TRUE,-0.596
"A0A9D4ZTI1_PEA","A0A9D4ZTI1",0.00875920209865066,0.0454,TRUE,0.811
"A0A9D4ZTU3_PEA","A0A9D4ZTU3",0.000227076716958858,0.00378,TRUE,-1.48
"A0A9D4ZTU8_PEA","A0A9D4ZTU8",5.05027465458743e-07,0.000115,TRUE,3.66
"A0A9D4ZTV1_PEA","A0A9D4ZTV1",0.000327307320059611,0.00482,TRUE,1.14
"A0A9D4ZTV3_PEA","A0A9D4ZTV3",9.34711074410232e-05,0.0023,TRUE,-1.06
"A0A9D4ZTX8_PEA","A0A9D4ZTX8",0.000493203595317028,0.00615,TRUE,1.25
"A0A9D4ZTY5_PEA","A0A9D4ZTY5",0.000954274516569532,0.0095,TRUE,-0.779
"A0A9D4ZU54_PEA","A0A9D4ZU54",0.00637895382689875,0.0366,TRUE,-1.94
"A0A9D4ZUA9_PEA","A0A9D4ZUA9",0.00278470316307689,0.0201,TRUE,-2.62
"A0A9D4ZUE2_PEA","A0A9D4ZUE2",0.0055565338843166,0.0331,TRUE,-1.05
"A0A9D4ZUG0_PEA","A0A9D4ZUG0",0.000235199352282111,0.00385,TRUE,1.46
"A0A9D4ZUH9_PEA","A0A9D4ZUH9",0.000167832652268912,0.0032,TRUE,-1.43
"A0A9D4ZUL7_PEA","A0A9D4ZUL7",0.00655129425541951,0.037,TRUE,0.633
"A0A9D4ZUM9_PEA","A0A9D4ZUM9",0.00122244056184543,0.0113,TRUE,0.913
"A0A9D4ZUQ6_PEA","A0A9D4ZUQ6",0.000490421849393674,0.00614,TRUE,1.35
"A0A9D4ZUY2_PEA","A0A9D4ZUY2",0.00853772077492311,0.0446,TRUE,0.976
"A0A9D4ZV49_PEA","A0A9D4X3C5",0.0098657368308652,0.0495,TRUE,-2.18
"A0A9D4ZV79_PEA","A0A9D4ZV79",0.00523941482953992,0.0317,TRUE,0.987
"A0A9D4ZVE7_PEA","A0A9D4Y0Q6",0.000124051646837423,0.00271,TRUE,4.16
"A0A9D4ZVI2_PEA","A0A9D4ZVI2",0.00332298717980376,0.0229,TRUE,0.676
"A0A9D4ZVL3_PEA","A0A9D4ZVL3",0.000696675312125884,0.00772,TRUE,1.32
"A0A9D4ZVL3_PEA.1","A0A9D4ZVL3",0.000501476354505758,0.00618,TRUE,-2.99
"A0A9D4ZVN5_PEA","A0A9D4ZVN5",0.00337673261180309,0.0231,TRUE,-0.978
"A0A9D4ZVR0_PEA","A0A9D4ZVR0",0.000633098878623391,0.00722,TRUE,1.19
"A0A9D4ZVZ0_PEA","A0A9D4ZTM2",0.00232893158869914,0.0177,TRUE,-0.888
"A0A9D4ZW21_PEA","A0A9D4ZW21",0.00937022267659167,0.0477,TRUE,-2.94
"A0A9D4ZW25_PEA","A0A9D4ZW25",0.00776837634513347,0.0416,TRUE,-0.815
"A0A9D4ZW27_PEA","A0A9D4ZW27",1.22217429611218e-05,0.000646,TRUE,-1.83
"A0A9D4ZW94_PEA","A0A9D4ZW94",0.000515927389608069,0.00626,TRUE,-1.33
"A0A9D4ZWC9_PEA","A0A9D4ZWC9",0.000301955526466138,0.00452,TRUE,-1.34
"A0A9D4ZWD0_PEA","A0A9D4ZWD0",0.00169945232209456,0.0142,TRUE,-1.34
"A0A9D4ZWD6_PEA","A0A9D4WY78",0.000172623802538876,0.00323,TRUE,-1.02
"A0A9D4ZWF0_PEA","A0A9D4VKX4",0.00664139676107089,0.0374,TRUE,-0.765
"A0A9D4ZWG0_PEA","A0A9D4ZWG0",0.000357007534990987,0.00506,TRUE,-0.861
"A0A9D4ZWH5_PEA","A0A9D4ZWH5",0.000817475411980761,0.00854,TRUE,1.14
"A0A9D4ZWI0_PEA","A0A9D4ZWI0",0.00266199344170169,0.0195,TRUE,-1.72
"A0A9D4ZWJ8_PEA","A0A9D4ZWJ8",0.00335517848362671,0.0231,TRUE,1.46
"A0A9D4ZWM2_PEA","A0A9D4ZWM2",0.000610907910518132,0.00706,TRUE,1.15
"A0A9D4ZWT5_PEA","A0A9D4ZWT5",2.59871201377134e-06,0.000257,TRUE,1.85
"A0A9D4ZWU1_PEA","A0A9D4ZWU1",5.20761336896218e-06,0.000398,TRUE,2.69
"A0A9D4ZWU4_PEA","A0A9D4ZWU4",1.30737534208881e-05,0.000662,TRUE,-1.51
"A0A9D4ZWV8_PEA","A0A9D4ZWV8",0.00663451231471186,0.0374,TRUE,-1.19
"A0A9D4ZWY9_PEA","A0A9D4ZWY9",0.00410227829453731,0.0267,TRUE,0.686
"A0A9D4ZWZ6_PEA","A0A9D4ZWZ6",0.00372689422103459,0.025,TRUE,0.776
"A0A9D4ZX40_PEA","A0A9D4ZX40",0.00258640436434778,0.0192,TRUE,-0.866
"A0A9D4ZX73_PEA","A0A9D4ZX73",0.000576862429474044,0.00682,TRUE,-1.51
"A0A9D4ZX84_PEA","A0A9D4ZX84",0.000909867240515956,0.00923,TRUE,-1.07
"A0A9D4ZXB5_PEA","A0A9D4ZXB5",0.00144907714900441,0.0127,TRUE,-0.981
"A0A9D4ZXE9_PEA","A0A9D4ZYQ0",0.000545570575652764,0.00656,TRUE,-0.972
"A0A9D4ZXQ3_PEA","A0A9D4ZXQ3",0.00488438993422057,0.0302,TRUE,-0.82
"A0A9D4ZXV3_PEA","A0A9D4ZXV3",0.000474863040421827,0.00604,TRUE,-0.862
"A0A9D4ZXX3_PEA","A0A9D4ZWR1",0.00264950854218522,0.0195,TRUE,-0.619
"A0A9D4ZYA0_PEA","A0A9D4ZYA0",0.00906684248661631,0.0464,TRUE,1.75
"A0A9D4ZYB6_PEA","A0A9D4ZYB6",0.00257790813228298,0.0191,TRUE,-0.977
"A0A9D4ZYC8_PEA","A0A9D4ZYC8",0.00226709605987955,0.0174,TRUE,1.13
"A0A9D4ZYD7_PEA","A0A9D4VTT7",0.00307873225268552,0.0218,TRUE,0.888
"A0A9D4ZYH8_PEA","A0A9D4ZYH8",2.31111312078837e-05,0.000952,TRUE,2.92
"A0A9D4ZYN1_PEA","A0A9D4ZYN1",0.000499980582851704,0.00618,TRUE,1.33
"A0A9D4ZZ03_PEA","A0A9D4ZZ03",0.00150603956092012,0.0131,TRUE,-1.13
"A0A9D4ZZ32_PEA","A0A9D4ZZ32",7.1960331143911e-05,0.00196,TRUE,-1.28
"A0A9D4ZZQ2_PEA","A0A9D4VK46",2.86135603012207e-05,0.00109,TRUE,-1.78
"A0A9D4ZZX2_PEA","A0A9D4ZZX2",0.00644270277308468,0.0367,TRUE,-0.846
"A0A9D4ZZX6_PEA","A0A9D5A1N6",0.00337121761248636,0.0231,TRUE,0.795
"A0A9D4ZZY9_PEA","A0A9D4ZZY9",0.000955502878415523,0.0095,TRUE,-1.14
"A0A9D5A064_PEA","A0A9D5A064",7.33485980157932e-05,0.00199,TRUE,-1.11
"A0A9D5A072_PEA","A0A9D5A072",0.00227715548010305,0.0175,TRUE,0.995
"A0A9D5A0A1_PEA","A0A9D4Y511",0.000255682594431234,0.00408,TRUE,-0.979
"A0A9D5A0W7_PEA","A0A9D5A0W7",0.000413405420075599,0.00555,TRUE,0.93
"A0A9D5A0Y7_PEA","A0A9D5A0Y7",0.000517811971160117,0.00627,TRUE,-3.78
"A0A9D5A1A3_PEA","A0A9D5A1A3",0.00012407533421957,0.00271,TRUE,-1.72
"A0A9D5A1C2_PEA","A0A9D5A1C2",0.00140260777590199,0.0124,TRUE,2.46
"A0A9D5A1F7_PEA","A0A9D5A1F7",0.00387889404447724,0.0257,TRUE,-0.644
"A0A9D5A1K9_PEA","A0A9D5A1K9",0.000154952523632072,0.00306,TRUE,-0.974
"A0A9D5A1L8_PEA","A0A9D4VUM1",7.55468594021642e-08,4.86e-05,TRUE,3.58
"A0A9D5A1N9_PEA","A0A9D5A1N9",0.0087119159919957,0.0452,TRUE,-2.51
"A0A9D5A1R3_PEA","A0A9D5A1R3",9.54380095242912e-07,0.000138,TRUE,3.64
"A0A9D5A1Z0_PEA","A0A9D5A1Z0",0.00134860658262638,0.0121,TRUE,0.806
"A0A9D5A242_PEA","A0A9D5A242",8.26571734646675e-05,0.00215,TRUE,-1.9
"A0A9D5A246_PEA","A0A9D5A246",0.00845092015650736,0.0443,TRUE,0.894
"A0A9D5A2K4_PEA","A0A9D5A1E1",0.00511194302097417,0.0313,TRUE,-0.899
"A0A9D5A2S0_PEA","A0A9D5A2S0",0.00837614109779848,0.044,TRUE,-1.19
"A0A9D5A2S6_PEA","A0A9D5A2S6",0.000350361546898301,0.00502,TRUE,-1.15
"A0A9D5A2Z1_PEA","A0A9D5A2Z1",1.91376371677777e-05,0.000834,TRUE,1.58
"A0A9D5A326_PEA","A0A9D5A326",0.000181033982327986,0.00329,TRUE,1.51
"A0A9D5A355_PEA","A0A9D5A355",0.0039362148106074,0.026,TRUE,0.639
"A0A9D5A387_PEA","A0A9D5A387",0.000537779007286507,0.00647,TRUE,-1.29
"A0A9D5A3F5_PEA","A0A9D5A3F5",8.30387491155432e-05,0.00215,TRUE,-2.05
"A0A9D5A3J7_PEA.1","A0A9D4WP50",0.00706420228494021,0.0389,TRUE,2.19
"A0A9D5A3R4_PEA","A0A9D5A3R4",0.00061119808165664,0.00706,TRUE,-0.812
"A0A9D5A3T3_PEA","A0A9D5A3T3",0.0003037129823406,0.00454,TRUE,1
"A0A9D5A453_PEA","A0A9D5A453",0.00458874188513375,0.0289,TRUE,1.22
"A0A9D5A487_PEA","A0A9D4X4Q0",0.00186326704728975,0.0151,TRUE,1.9
"A0A9D5A4B0_PEA","A0A9D5A4B0",0.00599119965485933,0.0351,TRUE,0.982
"A0A9D5A4I8_PEA","A0A9D5A4I8",0.00376829348901812,0.0251,TRUE,-0.825
"A0A9D5A4W0_PEA","A0A9D5A2G0",0.000483525925464894,0.00609,TRUE,-1.01
"A0A9D5A582_PEA","A0A9D5A582",4.40692254605182e-06,0.000351,TRUE,1.86
"A0A9D5A5X3_PEA","A0A9D5A5X3",0.000755470421007298,0.00814,TRUE,-1.11
"A0A9D5A6G5_PEA","A0A9D5A6G5",0.00444057275323192,0.0283,TRUE,-0.796
"A0A9D5A6T7_PEA","A0A9D5A6T7",1.22843793915344e-08,1.55e-05,TRUE,3.33
"A0A9D5A728_PEA","A0A9D5A728",1.32274803308156e-06,0.000176,TRUE,1.75
"A0A9D5A732_PEA","A0A9D5A732",0.000801322441178698,0.00846,TRUE,-1.2
"A0A9D5A7L6_PEA","A0A9D5A7L6",0.00543659425781919,0.0326,TRUE,3.25
"A0A9D5A7P3_PEA","A0A9D5A7P3",3.88004326438623e-06,0.000322,TRUE,2.3
"A0A9D5A7U2_PEA","A0A9D5A7U2",0.00120927485710746,0.0112,TRUE,-0.814
"A0A9D5A811_PEA","A0A9D5A811",0.00967857992517525,0.0489,TRUE,-1.65
"A0A9D5A842_PEA","A0A9D5A842",0.00745841977207761,0.0405,TRUE,-1.13
"A0A9D5A843_PEA","A0A9D4W764",0.00695182284244513,0.0385,TRUE,0.99
"A0A9D5A848_PEA","A0A9D5A848",0.00245111772974304,0.0184,TRUE,-1.08
"A0A9D5A853_PEA","A0A9D5A5M9",0.000337353787826976,0.0049,TRUE,-0.992
"A0A9D5A871_PEA","A0A9D5A871",0.00880238114209816,0.0454,TRUE,-1.78
"A0A9D5A8C7_PEA","A0A9D5A8C7",0.000128181414861776,0.00276,TRUE,-1.86
"A0A9D5A8G9_PEA","A0A9D5A8G9",0.00698270680638361,0.0386,TRUE,-1.12
"A0A9D5A8L5_PEA","A0A9D5A8L5",0.000643310494972638,0.0073,TRUE,-1.39
"A0A9D5A8L6_PEA","A0A9D5A8L6",0.00651687237298937,0.037,TRUE,-0.623
"A0A9D5A8M0_PEA","A0A9D5A8M0",0.000461549510831126,0.00593,TRUE,1.04
"A0A9D5A8N7_PEA","A0A9D5A8N7",0.00155769166190775,0.0133,TRUE,-1.1
"A0A9D5A8R3_PEA","A0A9D4WI60",0.000437091638837227,0.00569,TRUE,1.32
"A0A9D5A8V8_PEA","A0A9D5A8V8",8.35784470369772e-06,0.00052,TRUE,1.98
"A0A9D5A8W3_PEA","A0A9D5A8W3",5.47199257504349e-08,4.69e-05,TRUE,4.43
"A0A9D5A923_PEA","A0A9D5A923",0.00163038815793013,0.0138,TRUE,0.687
"A0A9D5A9G8_PEA","A0A9D5A9G8",0.00452193138546872,0.0287,TRUE,-0.731
"A0A9D5A9J8_PEA","A0A9D5A9J8",0.000134948162050873,0.00285,TRUE,-1.36
"A0A9D5A9M6_PEA","A0A9D5A9M6",2.34769438160656e-06,0.000244,TRUE,-1.92
"A0A9D5A9P5_PEA","A0A9D4VP66",0.0011352749063103,0.0108,TRUE,-1.52
"A0A9D5AA84_PEA","A0A9D5AA84",1.09475101382797e-05,0.000591,TRUE,-1.61
"A0A9D5AAD5_PEA","A0A9D5AAD5",1.00869340904969e-07,5.34e-05,TRUE,3.2
"A0A9D5AAG4_PEA","A0A9D5AAG4",0.00952677678732031,0.0483,TRUE,0.723
"A0A9D5AAH0_PEA","A0A9D4WI92",0.00603081896720235,0.0352,TRUE,-0.668
"A0A9D5AAL1_PEA.1","A0A9D5AAL1",0.00544166962919572,0.0326,TRUE,-2.78
"A0A9D5AAL6_PEA","A0A9D4XTS9",0.000117361623919539,0.00261,TRUE,1.34
"A0A9D5AAS4_PEA","A0A9D4WGA5",0.000493059004916153,0.00615,TRUE,0.831
"A0A9D5AAT4_PEA","A0A9D5AAT4",0.00650776682041525,0.0369,TRUE,-0.859
"A0A9D5AAX8_PEA","A0A9D5AAX8",1.25554925978442e-06,0.00017,TRUE,-2.42
"A0A9D5AB24_PEA","A0A9D5AB24",0.00191707788436055,0.0155,TRUE,1.12
"A0A9D5AB90_PEA","A0A9D5AB90",1.0441524225437e-05,0.000575,TRUE,1.52
"A0A9D5AB98_PEA","A0A9D5A8Y7",0.00843959680127431,0.0442,TRUE,-1.25
"A0A9D5ABC0_PEA","A0A9D5ABC0",0.000217435247634528,0.00369,TRUE,1.9
"A0A9D5ABD9_PEA","A0A9D5ABD9",0.000230045402365574,0.00381,TRUE,2.15
"A0A9D5ABT5_PEA","A0A9D5ABT5",0.000920166659825911,0.0093,TRUE,-0.98
"A0A9D5ABV1_PEA","A0A9D5ABV1",8.99609094090767e-05,0.00224,TRUE,-1.35
"A0A9D5ABW6_PEA","A0A9D5ABW6",0.0010636948096171,0.0102,TRUE,1.2
"A0A9D5AC37_PEA","A0A9D4WHV7",0.000164898901479458,0.00316,TRUE,-1.37
"A0A9D5AC46_PEA","A0A9D5AC46",0.000193907995528664,0.00339,TRUE,1.77
"A0A9D5AC83_PEA","A0A9D5AC83",0.00498294912063027,0.0307,TRUE,1.11
"A0A9D5ACA2_PEA","A0A9D5ACA2",0.000864505842127393,0.00891,TRUE,-1.01
"A0A9D5ACB0_PEA","A0A9D5ACB0",0.00031308245263926,0.00465,TRUE,1.44
"A0A9D5ACE0_PEA","P29502",0.000898962779821392,0.00916,TRUE,0.758
"A0A9D5ACK3_PEA","A0A9D5ACK3",0.00590202076218881,0.0347,TRUE,-2.11
"A0A9D5ACU3_PEA","A0A9D5ACU3",3.19653330803162e-05,0.00117,TRUE,2.02
"A0A9D5ACW5_PEA","A0A9D5ACW5",0.00550915278400823,0.0329,TRUE,-0.727
"A0A9D5AD18_PEA","A0A9D5AD18",0.000169438055364803,0.00322,TRUE,1.31
"A0A9D5AD52_PEA","A0A9D5AD52",4.21591222628707e-05,0.00139,TRUE,2.07
"A0A9D5AD54_PEA","A0A9D5AD54",3.48380216923987e-05,0.00123,TRUE,-1.29
"A0A9D5AD69_PEA","A0A9D5AD69",1.31365312343722e-07,5.9e-05,TRUE,-4.14
"A0A9D5ADC8_PEA","A0A9D5ADC8",0.000896001889061569,0.00916,TRUE,0.839
"A0A9D5ADY9_PEA","A0A9D5ADY9",0.0021033996190407,0.0166,TRUE,-1.58
"A0A9D5AE16_PEA","A0A9D5AE16",8.21755104622716e-07,0.000137,TRUE,-2.12
"A0A9D5AE64_PEA","A0A9D5AE64",0.00014691736736366,0.00298,TRUE,1.71
"A0A9D5AEA2_PEA","A0A9D5AHW8",0.00824770214612975,0.0436,TRUE,-0.989
"A0A9D5AED5_PEA","A0A9D5AED5",0.00339786331033442,0.0232,TRUE,-0.923
"A0A9D5AEF3_PEA","A0A9D4ZVR0",6.02473023755068e-06,0.000434,TRUE,2.27
"A0A9D5AEK5_PEA","A0A9D5AEK5",0.00155827940760718,0.0133,TRUE,-0.952
"A0A9D5AEL2_PEA","A0A9D5AEL2",0.00050798162591605,0.00622,TRUE,1.4
"A0A9D5AEL9_PEA","A0A9D5AEL9",0.00863393496243867,0.045,TRUE,0.644
"A0A9D5AEM3_PEA","A0A9D5AEM3",1.48548874123866e-05,0.000712,TRUE,-1.61
"A0A9D5AEQ4_PEA.1","A0A9D5AEQ4",0.0072084290989817,0.0395,TRUE,3.51
"A0A9D5AFE4_PEA","A0A9D5AFE4",0.0010568349464117,0.0102,TRUE,-0.883
"A0A9D5AFJ4_PEA","A0A9D5AFJ4",0.00011772235711333,0.00261,TRUE,-1.48
"A0A9D5AFY2_PEA","A0A9D5AFY2",0.00775131049276156,0.0416,TRUE,0.788
"A0A9D5AG23_PEA","A0A9D5AG23",0.000513356857465585,0.00625,TRUE,-1.84
"A0A9D5AG35_PEA","A0A9D5AG35",1.27505055328132e-05,0.000656,TRUE,3.07
"A0A9D5AG87_PEA","A0A9D5AG87",0.00330747210736556,0.0229,TRUE,-0.717
"A0A9D5AGB5_PEA","A0A9D5AGB5",0.0069130107054198,0.0384,TRUE,-1.67
"A0A9D5AGJ7_PEA","A0A9D5AGJ7",0.0034873618114336,0.0237,TRUE,1
"A0A9D5AGK7_PEA","A0A9D5AGK7",0.0082497200850227,0.0436,TRUE,-1.06
"A0A9D5AGU5_PEA","A0A9D5AGU5",0.00979555891007205,0.0493,TRUE,-0.678
"A0A9D5AGZ2_PEA","A0A9D5AGZ2",0.000570956069099007,0.00678,TRUE,-0.821
"A0A9D5AH04_PEA","A0A9D5AH04",0.00875509169121179,0.0454,TRUE,-0.86
"A0A9D5AH06_PEA","A0A9D5AH06",0.00209592074863963,0.0166,TRUE,1.13
"A0A9D5AH16_PEA","P27084",0.00241958319069047,0.0183,TRUE,-0.931
"A0A9D5AH25_PEA","A0A9D5AH25",0.00686845915022232,0.0383,TRUE,1.29
"A0A9D5AH55_PEA","A0A9D5AH55",0.000329862403402917,0.00483,TRUE,-1.47
"A0A9D5AH86_PEA","A0A9D5AH86",0.00403980889245248,0.0264,TRUE,-2.3
"A0A9D5AHA8_PEA","A0A9D5AHA8",8.47237223536955e-06,0.000521,TRUE,2
"A0A9D5AHD3_PEA","A0A9D5AHD3",0.00828658722965768,0.0436,TRUE,1.26
"A0A9D5AHM6_PEA","A0A9D5AHM6",0.00421847399408592,0.0273,TRUE,-0.6
"A0A9D5AHN8_PEA","A0A9D5AHN8",0.0072230086366535,0.0395,TRUE,1.65
"A0A9D5AHS7_PEA","A0A9D5AHS7",0.00901327714972268,0.0462,TRUE,1.47
"A0A9D5AI10_PEA","A0A9D5AI10",0.00452227571570931,0.0287,TRUE,0.947
"A0A9D5AIB0_PEA","A0A9D5AIB0",0.000288690682268748,0.00437,TRUE,1.2
"A0A9D5AIF5_PEA","A0A9D5AIF5",8.7132704348597e-07,0.000137,TRUE,2.15
"A0A9D5AIJ7_PEA","A0A9D5AIJ7",0.00974986413466003,0.0491,TRUE,-0.679
"A0A9D5AIK6_PEA","A0A9D4WY34",0.00303311903812012,0.0216,TRUE,1.49
"A0A9D5AIL1_PEA","A0A9D5AIL1",0.00447100600331483,0.0285,TRUE,0.947
"A0A9D5AIR0_PEA","A0A9D5AIR0",0.000489551368214055,0.00614,TRUE,0.837
"A0A9D5AIV8_PEA","A0A9D4ZZ34",9.30041611032986e-06,0.000548,TRUE,1.53
"A0A9D5AJ07_PEA","A0A9D5AJ07",0.00654891956235388,0.037,TRUE,-1.05
"A0A9D5AJ11_PEA","A0A9D5AJ11",0.00572693392252594,0.034,TRUE,1.13
"A0A9D5AJ24_PEA","A0A9D5AJ24",0.00599627292467544,0.0351,TRUE,-0.727
"A0A9D5AJ56_PEA","A0A9D5AJ56",0.000752859676121376,0.00814,TRUE,-1.36
"A0A9D5AJ70_PEA","A0A9D5AJ70",0.0063544415334024,0.0365,TRUE,-0.749
"A0A9D5AJA0_PEA","A0A9D5AJA0",0.000114804433729278,0.00257,TRUE,-1.05
"A0A9D5AJF5_PEA","A0A9D5AJF5",0.00050423079062597,0.00619,TRUE,-1.08
"A0A9D5AJU2_PEA","A0A9D5AJU2",0.00184751188545114,0.0151,TRUE,1.14
"A0A9D5AJW1_PEA","A0A9D4VI28",0.00407275190414756,0.0265,TRUE,-1.08
"A0A9D5AK16_PEA","A0A9D5AK16",0.000595611197944827,0.00695,TRUE,-1.1
"A0A9D5AK63_PEA","A0A9D5AK63",0.00323390901259444,0.0226,TRUE,0.875
"A0A9D5AKH9_PEA","A0A9D5AKH9",0.00114084789118305,0.0108,TRUE,-1.39
"A0A9D5AKS2_PEA","A0A9D5AKS2",1.30552267010923e-05,0.000662,TRUE,1.53
"A0A9D5AKX5_PEA","A0A9D5AKX5",0.00783404440873961,0.0419,TRUE,-0.615
"A0A9D5AL51_PEA","A0A9D5AL51",4.57641311576088e-05,0.00146,TRUE,-1.75
"A0A9D5AL72_PEA","A0A9D5AL72",0.00232651169261922,0.0177,TRUE,-0.93
"A0A9D5ALA9_PEA","A0A9D5ALA9",0.00049006548521013,0.00614,TRUE,-1.63
"A0A9D5ALL2_PEA","A0A9D5ALL2",0.0045804254154857,0.0289,TRUE,-0.957
"A0A9D5AM03_PEA.1","A0A9D5AM03",0.000482459120708911,0.00608,TRUE,-0.84
"A0A9D5AN08_PEA","A0A9D5AN08",0.00129186507764601,0.0117,TRUE,1.44
"A0A9D5ANH9_PEA","A0A9D5ANH9",9.6430690364568e-07,0.000138,TRUE,2.97
"A0A9D5ANM0_PEA","A0A9D5ANM0",9.49122626767952e-07,0.000138,TRUE,3.06
"A0A9D5ANN4_PEA","A0A9D5ANN4",0.00457173339568196,0.0288,TRUE,0.802
"A0A9D5ANQ3_PEA","A0A9D5ANQ3",1.74428276955995e-06,2e-04,TRUE,1.93
"A0A9D5AP55_PEA","A0A9D5AP55",6.16677054428302e-05,0.00175,TRUE,1.48
"A0A9D5AP59_PEA","A0A9D5AP59",0.00495554782159797,0.0306,TRUE,-0.758
"A0A9D5AP60_PEA","A0A9D5AP60",0.00244550274660884,0.0184,TRUE,-2.3
"A0A9D5AP63_PEA","A0A9D5AP63",0.00544545214820366,0.0326,TRUE,0.952
"A0A9D5APA3_PEA","A0A9D4XCM3",6.93080426872859e-05,0.00192,TRUE,1.52
"A0A9D5APA5_PEA","A0A9D5AMJ3",0.00993894591128842,0.0497,TRUE,-1.25
"A0A9D5APA9_PEA","A0A9D5APA9",0.00404780863911859,0.0264,TRUE,-0.862
"A0A9D5APB7_PEA","A0A9D5APB7",0.00680494754552821,0.038,TRUE,0.817
"A0A9D5AQ07_PEA","A0A9D5AQ07",0.00968071206934518,0.0489,TRUE,-0.787
"A0A9D5AQ08_PEA","A0A9D5AQ08",0.00556940904589444,0.0332,TRUE,0.595
"A0A9D5AQ11_PEA","A0A9D5AQ11",9.82283982529046e-05,0.00236,TRUE,1.12
"A0A9D5AQ68_PEA","A0A9D4X650",0.000160048004435856,0.00311,TRUE,-0.917
"A0A9D5AQ75_PEA","A0A9D5AN47",0.000425309088007747,0.00561,TRUE,-1.04
"A0A9D5AQ83_PEA.1","A0A9D5AQ83",0.00394095668882271,0.026,TRUE,-1.24
"A0A9D5AQB3_PEA","A0A9D4XAG5",0.000360381256431626,0.00509,TRUE,1.15
"A0A9D5AQL5_PEA","A0A9D5AQL5",0.0042135996070648,0.0273,TRUE,0.924
"A0A9D5AR30_PEA","A0A9D5AR30",5.905866519816e-05,0.00172,TRUE,-1.4
"A0A9D5AR61_PEA","A0A9D5AR61",4.79250854535816e-05,0.0015,TRUE,1.73
"A0A9D5ARB8_PEA","A0A9D5ALH5",0.00120854811841432,0.0112,TRUE,0.88
"A0A9D5ARC7_PEA","A0A9D5ARC7",0.00991561551993968,0.0496,TRUE,-0.615
"A0A9D5ARF5_PEA","A0A9D5ARF5",0.00691374840368842,0.0384,TRUE,-1.04
"A0A9D5ARK8_PEA","A0A9D4VHT6",0.00913179847532474,0.0466,TRUE,-3.15
"A0A9D5ARM1_PEA","A0A9D5ARM1",6.3071087480423e-05,0.00178,TRUE,1.67
"A0A9D5ARR7_PEA","A0A9D5ARR7",0.00171999958114554,0.0143,TRUE,-1.29
"A0A9D5AS18_PEA","A0A9D5AS18",0.00419003143232758,0.0271,TRUE,-0.766
"A0A9D5AS49_PEA","A0A9D5AS49",1.99517549866376e-06,0.000217,TRUE,-2.06
"A0A9D5AS74_PEA","A0A9D5AS74",0.000127744496745276,0.00276,TRUE,-1.26
"A0A9D5AS75_PEA","A0A9D5AS75",0.000238626210215659,0.00389,TRUE,1.12
"A0A9D5ASI6_PEA","A0A9D5ASI6",0.00880343488191407,0.0454,TRUE,-0.686
"A0A9D5ASL8_PEA","A0A9D5ASL8",0.000175384716338177,0.00323,TRUE,-1.96
"A0A9D5ASM2_PEA","A0A9D5AMQ6",0.00332040658888058,0.0229,TRUE,0.804
"A0A9D5ASS7_PEA","A0A9D5ASS7",8.66451743596738e-05,0.00219,TRUE,1.76
"A0A9D5AT22_PEA","A0A9D5AT22",0.000419387705857102,0.00557,TRUE,-1.34
"A0A9D5ATB4_PEA","A0A9D5ATB4",0.00493353494276006,0.0305,TRUE,-0.751
"A0A9D5ATF4_PEA","A0A9D5ATF4",0.000312924360964687,0.00465,TRUE,2.37
"A0A9D5ATP2_PEA","A0A9D5ATP2",0.00524212556628955,0.0317,TRUE,1.06
"A0A9D5ATP4_PEA","A0A9D5ATP4",0.000119241146953463,0.00262,TRUE,-1.12
"A0A9D5AU05_PEA","A0A9D5AU05",0.00062009403123881,0.00712,TRUE,-0.863
"A0A9D5AU18_PEA","A0A9D5AU18",0.00400373891952761,0.0262,TRUE,0.752
"A0A9D5AU34_PEA","A0A9D5AU34",0.000136444601094082,0.00285,TRUE,-3.26
"A0A9D5AUD5_PEA","A0A9D5AUD5",0.000372065606033676,0.0052,TRUE,0.763
"A0A9D5AUJ3_PEA","A0A9D5AUJ3",2.48758791683892e-06,0.000249,TRUE,-2.94
"A0A9D5AUT1_PEA","A0A9D5APS5",0.00309069424301165,0.0218,TRUE,0.934
