"name","ID","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.val","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.adj","Axillary_Buds_2h_vs_Axillary_Buds_0h_significant","Axillary_Buds_2h_vs_Axillary_Buds_0h_ratio"
"A0A9D4XKM5_PEA","A0A9D4XKM5",0.00676861899401105,0.0379,TRUE,-0.75
"A0A9D4XKQ5_PEA","A0A9D4XKQ5",0.00674043146239269,0.0378,TRUE,0.629
"A0A9D4XL08_PEA","A0A9D4XL08",0.00126771987735605,0.0115,TRUE,1.13
"A0A9D4XL56_PEA","A0A9D4XL56",0.00137981610140778,0.0123,TRUE,0.92
"A0A9D4XL76_PEA","A0A9D4XL76",0.00137739706920529,0.0123,TRUE,-0.787
"A0A9D4XLD4_PEA","A0A9D4XKQ8",0.0015065058730961,0.0131,TRUE,0.888
"A0A9D4XLE5_PEA","A0A9D4XLE5",0.0083096349890908,0.0437,TRUE,-0.976
"A0A9D4XLG9_PEA","A0A9D4XLG9",0.00233978933465654,0.0178,TRUE,-0.764
"A0A9D4XLW6_PEA","A0A9D4XLW6",0.00104459171762779,0.0101,TRUE,-0.833
"A0A9D4XM73_PEA","A0A9D4XM73",9.26419832219983e-07,0.000138,TRUE,-2.39
"A0A9D4XMJ4_PEA","A0A9D4XMJ4",1.91326242675049e-05,0.000834,TRUE,1.69
"A0A9D4XMM3_PEA","A0A9D4XMM3",0.000395970400914894,0.00543,TRUE,-0.873
"A0A9D4XMM6_PEA","A0A9D4XMM6",0.000356256739918324,0.00506,TRUE,1.29
"A0A9D4XMQ2_PEA","A0A9D4XMQ2",0.000142334111946399,0.00291,TRUE,2.01
"A0A9D4XMS5_PEA","A0A9D4XMS5",0.00218772815612631,0.017,TRUE,-0.832
"A0A9D4XMS7_PEA","A0A9D4XMS7",8.63552520941503e-06,0.000521,TRUE,-1.91
"A0A9D4XMU7_PEA","A0A9D4XNN0",0.000978635294383625,0.00969,TRUE,1.1
"A0A9D4XN54_PEA","A0A9D4XN54",0.00973536910385562,0.0491,TRUE,0.609
"A0A9D4XNC8_PEA","A0A9D4XNC8",0.00155815346028718,0.0133,TRUE,1.37
"A0A9D4XNG8_PEA","A0A9D4XNG8",0.000671080024066381,0.00751,TRUE,1.23
"A0A9D4XNH2_PEA","A0A9D4XNH2",6.19510795378375e-07,0.000129,TRUE,2.3
"A0A9D4XNP3_PEA","A0A9D4XNP3",5.9868309227422e-06,0.000434,TRUE,-1.8
"A0A9D4XNS3_PEA","A0A9D4XNS3",0.00207382682032888,0.0164,TRUE,0.846
"A0A9D4XNT2_PEA","A0A9D4XNT2",0.00163566494653167,0.0138,TRUE,1.07
"A0A9D4XNV0_PEA","A0A9D4XNV0",0.000476495974567215,0.00605,TRUE,0.949
"A0A9D4XNY0_PEA","A0A9D4XNY0",0.00011052484290593,0.00254,TRUE,-1.08
"A0A9D4XNZ2_PEA","A0A9D4XNZ2",0.000775060881856567,0.00831,TRUE,2.49
"A0A9D4XP18_PEA","A0A9D4XP18",0.00123739018257462,0.0114,TRUE,1.13
"A0A9D4XP22_PEA","A0A9D4XMV4",0.00125140443981873,0.0114,TRUE,-1.23
"A0A9D4XP95_PEA","A0A9D4XP95",0.000499809955425616,0.00618,TRUE,-0.903
"A0A9D4XP98_PEA","A0A9D4XP98",0.00335821970879189,0.0231,TRUE,-0.947
"A0A9D4XPC8_PEA.1","A0A9D4XPC8",0.000649087805392186,0.00735,TRUE,2.24
"A0A9D4XPC9_PEA","A0A9D4XPC9",0.00591665731258114,0.0347,TRUE,0.619
"A0A9D4XPH4_PEA","A0A9D4XPH4",6.95731286536333e-05,0.00192,TRUE,-3.43
"A0A9D4XPJ6_PEA","A0A9D4XPJ6",0.000461426359071428,0.00593,TRUE,-1.25
"A0A9D4XPR4_PEA","A0A9D4XPR4",0.00145337516195938,0.0127,TRUE,0.765
"A0A9D4XQJ6_PEA","A0A9D4XLV0",7.00207989678502e-05,0.00192,TRUE,-1.38
"A0A9D4XQP2_PEA","A0A9D4XQP2",0.00189054136861386,0.0153,TRUE,1.27
"A0A9D4XQS8_PEA","A0A9D4XQS8",0.000469304931726421,0.00599,TRUE,1.12
"A0A9D4XQV9_PEA","A0A9D4XQV9",1.31353569071071e-05,0.000662,TRUE,-1.45
"A0A9D4XR13_PEA","A0A9D4XR13",1.96452682583449e-05,0.000847,TRUE,-1.56
"A0A9D4XR82_PEA","A0A9D4XR82",0.000124878350173802,0.00271,TRUE,-1.15
"A0A9D4XRB6_PEA","A0A9D4XRB6",0.00269016374783806,0.0197,TRUE,1.05
"A0A9D4XRC7_PEA","A0A9D4XRC7",6.75239445065001e-07,0.000134,TRUE,2.39
"A0A9D4XRE0_PEA","A0A9D4XRE0",0.00721691973750468,0.0395,TRUE,0.698
"A0A9D4XRI8_PEA","A0A9D4XRI8",1.68252011472288e-09,4.33e-06,TRUE,6.19
"A0A9D4XRJ6_PEA","A0A9D4XQU6",7.4905863856939e-05,0.00199,TRUE,-1.33
"A0A9D4XRM0_PEA","A0A9D4WJC7",0.000251254765295269,0.00402,TRUE,-0.839
"A0A9D4XRP6_PEA.1","A0A9D4XRP6",0.000609602552150373,0.00706,TRUE,-2.92
"A0A9D4XRT1_PEA","A0A9D4XRT1",0.00187142636460536,0.0152,TRUE,-1.45
"A0A9D4XRU0_PEA","A0A9D4XRU0",1.47859684408601e-05,0.000712,TRUE,3.09
"A0A9D4XRZ0_PEA","A0A9D4XRZ0",0.000692754800525422,0.0077,TRUE,-2.83
"A0A9D4XRZ8_PEA","A0A9D4XR91",0.00175212249329261,0.0145,TRUE,0.924
"A0A9D4XS68_PEA","A0A9D4XS68",0.00324618606158109,0.0227,TRUE,0.728
"A0A9D4XS74_PEA","A0A9D4XS74",0.00215273348112922,0.0168,TRUE,-1.17
"A0A9D4XSI2_PEA","A0A9D4XSI2",0.00522276537361092,0.0317,TRUE,-1.08
"A0A9D4XSV6_PEA","A0A9D4WD28",0.00711125515468432,0.0391,TRUE,0.771
"A0A9D4XT03_PEA","A0A9D4XT03",2.49553762070677e-07,7.69e-05,TRUE,4.04
"A0A9D4XT07_PEA","A0A9D4XT07",5.5992366360305e-06,0.000418,TRUE,-2.04
"A0A9D4XT16_PEA","A0A9D4XT16",0.00392680619039506,0.0259,TRUE,1.64
"A0A9D4XT23_PEA","A0A9D4XT23",2.85590838146602e-05,0.00109,TRUE,2.04
"A0A9D4XT24_PEA","A0A9D4XT24",0.000208270050025258,0.00356,TRUE,1.14
"A0A9D4XT29_PEA","A0A9D4XT29",0.00504036615564263,0.0309,TRUE,-0.922
"A0A9D4XT39_PEA","A0A9D4XT39",0.00185043923898106,0.0151,TRUE,1.22
"A0A9D4XT42_PEA","A0A9D4W6Z4",1.88715665567854e-05,0.000834,TRUE,2.53
"A0A9D4XTD5_PEA","A0A9D4XTD5",0.000950529576494716,0.00948,TRUE,-1.08
"A0A9D4XTF6_PEA","A0A9D4XTF6",0.00116737947342275,0.0109,TRUE,-0.785
"A0A9D4XTP6_PEA","A0A9D4XTP6",0.00119109772337335,0.0111,TRUE,0.861
"A0A9D4XU02_PEA","A0A9D4XU02",0.00135688224083155,0.0121,TRUE,-1.27
"A0A9D4XU03_PEA","A0A9D4XU03",0.000103156939339427,0.00244,TRUE,-1.71
"A0A9D4XU59_PEA","A0A9D4XTF2",0.000192736674066878,0.00339,TRUE,1.54
"A0A9D4XUG1_PEA","A0A9D4XUG1",0.00284067102382546,0.0204,TRUE,2.28
"A0A9D4XUP7_PEA","A0A9D4XUP7",0.00116220859976959,0.0109,TRUE,-1.02
"A0A9D4XUS4_PEA","A0A9D4XUS4",0.00776333485973875,0.0416,TRUE,-0.892
"A0A9D4XUU8_PEA","A0A9D4XUU8",0.000110787771123141,0.00254,TRUE,-1.28
"A0A9D4XUV8_PEA","A0A9D4XUV8",0.000755417047453527,0.00814,TRUE,1.07
"A0A9D4XV13_PEA","A0A9D4XV13",0.00015634901875796,0.00307,TRUE,0.893
"A0A9D4XV45_PEA","A0A9D4XV45",0.00407950212950258,0.0266,TRUE,-0.795
"A0A9D4XV48_PEA","A0A9D4XV48",0.00530129177379954,0.032,TRUE,-0.591
"A0A9D4XV76_PEA","A0A9D4XV76",0.000554663169441038,0.00664,TRUE,1.17
"A0A9D4XVI9_PEA","A0A9D4W5V1",2.1906250498668e-05,0.00091,TRUE,-1.73
"A0A9D4XVL9_PEA","A0A9D4XVL9",0.00739149727394031,0.0402,TRUE,-2.43
"A0A9D4XVS8_PEA","A0A9D4XVS8",0.00230160414271021,0.0176,TRUE,-0.916
"A0A9D4XWB4_PEA","A0A9D4VUU3",8.38564592445989e-07,0.000137,TRUE,3.38
"A0A9D4XWB9_PEA","A0A9D4XWB9",0.0091034699059081,0.0465,TRUE,0.643
"A0A9D4XWE4_PEA","A0A9D4XWE4",0.00747413100394082,0.0406,TRUE,0.837
"A0A9D4XWH1_PEA","A0A9D4XWH1",0.00682023551485728,0.0381,TRUE,-0.858
"A0A9D4XWQ6_PEA","A0A9D4XWQ6",0.00023568031156098,0.00385,TRUE,1.3
"A0A9D4XWV6_PEA","A0A9D4XWV6",0.00364815432170919,0.0246,TRUE,-1.05
"A0A9D4XWW0_PEA","A0A9D4XWW0",0.00518980270452825,0.0316,TRUE,0.981
"A0A9D4XWY0_PEA","A0A9D4XWY0",5.77511561229187e-05,0.0017,TRUE,1.48
"A0A9D4XX03_PEA","A0A9D4XX03",6.03976042897683e-07,0.000129,TRUE,2.44
"A0A9D4XX74_PEA","A0A9D4XX74",1.57812548873415e-05,0.000752,TRUE,-1.56
"A0A9D4XX99_PEA","A0A9D4XX99",0.00024754048049821,0.004,TRUE,-1.04
"A0A9D4XXF5_PEA","A0A9D4XXF5",0.00399119123194649,0.0262,TRUE,-0.81
"A0A9D4XXG6_PEA","A0A9D4XXG6",0.0011805217906952,0.011,TRUE,1.14
"A0A9D4XXH1_PEA","A0A9D4XXD2",0.00381204920573717,0.0253,TRUE,1.12
"A0A9D4XXL8_PEA","A0A9D4XXL8",0.000259775610567744,0.00412,TRUE,1.58
"A0A9D4XXR1_PEA","A0A9D4XXR1",0.000581169378063167,0.00683,TRUE,-1.2
"A0A9D4XXT6_PEA","A0A9D4XXT6",0.0001734733305065,0.00323,TRUE,1.31
"A0A9D4XY04_PEA","A0A9D4XY04",0.00750959569362685,0.0407,TRUE,1.1
"A0A9D4XY17_PEA","A0A9D4XY17",0.00724910873663812,0.0396,TRUE,1.22
"A0A9D4XYD4_PEA","A0A9D4XYD4",6.74393813847351e-06,0.000456,TRUE,-1.73
"A0A9D4XYK5_PEA","A0A9D4XYK5",0.00018570299469309,0.00334,TRUE,-2.08
"A0A9D4XYL0_PEA","A0A9D4XAZ1",1.40477037661274e-05,0.00069,TRUE,1.93
"A0A9D4XYR1_PEA","A0A9D4Y2X7",0.00172725013577167,0.0144,TRUE,1.75
"A0A9D4XYS8_PEA","A0A9D4XYS8",0.00632930327118412,0.0364,TRUE,3.29
"A0A9D4XYX2_PEA","A0A9D4XYX2",0.000234540878879665,0.00385,TRUE,2.35
"A0A9D4XYY7_PEA","A0A9D4XYY7",0.00161496608268727,0.0137,TRUE,-1.25
"A0A9D4XZ08_PEA","A0A9D4XZ08",0.000392375481636044,0.00541,TRUE,1.47
"A0A9D4XZ13_PEA","A0A9D4XZ13",0.00354786308386089,0.0241,TRUE,-0.958
"A0A9D4XZ49_PEA","A0A9D4XZ49",0.00132567449094581,0.0119,TRUE,2.19
"A0A9D4XZ89_PEA","A0A9D4XZ89",0.00120394442417129,0.0112,TRUE,1.17
"A0A9D4XZ97_PEA","A0A9D4XV22",5.37334717949948e-05,0.00163,TRUE,1.59
"A0A9D4XZC5_PEA","A0A9D4XZC5",0.000135758615731992,0.00285,TRUE,1.39
"A0A9D4XZH0_PEA","A0A9D4XZH0",0.00457105375230796,0.0288,TRUE,0.85
"A0A9D4XZM4_PEA","A0A9D4XZM4",0.00395535380792328,0.026,TRUE,1.89
"A0A9D4XZP3_PEA","A0A9D4XZP3",7.1240741123249e-05,0.00194,TRUE,-1.51
"A0A9D4XZR1_PEA","A0A9D4XZR1",0.00889117869619145,0.0457,TRUE,-0.648
"A0A9D4XZV6_PEA","A0A9D4XZV6",0.00228346687083381,0.0175,TRUE,-1.53
"A0A9D4Y020_PEA","A0A9D4Y020",7.36436301996844e-06,0.00049,TRUE,-1.69
"A0A9D4Y030_PEA","A0A9D4Y030",0.00282141351080119,0.0203,TRUE,0.854
"A0A9D4Y040_PEA","A0A9D4Y040",0.00324896733289706,0.0227,TRUE,-0.854
"A0A9D4Y044_PEA","A0A9D4Y044",0.00115950779217444,0.0109,TRUE,1.63
"A0A9D4Y070_PEA","A0A9D4Y070",4.19441580732408e-05,0.00139,TRUE,2.32
"A0A9D4Y0M5_PEA","A0A9D4Y0M5",0.000332159881120418,0.00484,TRUE,1.1
"A0A9D4Y0P5_PEA","A0A9D4XVU8",0.00680004497256015,0.038,TRUE,-0.741
"A0A9D4Y105_PEA","A0A9D4Y105",7.43517143529376e-05,0.00199,TRUE,1.44
"A0A9D4Y124_PEA","A0A9D4Y124",0.00306685593473127,0.0218,TRUE,1.05
"A0A9D4Y1C1_PEA","A0A9D4Y0D1",0.000278416085389659,0.00429,TRUE,1.26
"A0A9D4Y1D3_PEA","A0A9D4Y1D3",0.00252115864163551,0.0188,TRUE,-1.63
"A0A9D4Y1J7_PEA","A0A9D4Y1J7",0.000867335448154372,0.00892,TRUE,1.39
"A0A9D4Y1L4_PEA","A0A9D4Y1L4",0.000451447576956638,0.00583,TRUE,-1.71
"A0A9D4Y1R8_PEA","A0A9D4Y1R8",0.000745696034112161,0.00812,TRUE,0.874
"A0A9D4Y1W7_PEA","A0A9D4Y1W7",7.96847061516454e-05,0.00208,TRUE,2.29
"A0A9D4Y1Z3_PEA","A0A9D4Y1Z3",0.00435849949811255,0.0279,TRUE,0.736
"A0A9D4Y281_PEA","A0A9D4WJ98",0.0022867051531161,0.0175,TRUE,2.24
"A0A9D4Y2A1_PEA","A0A9D4Y2A1",0.00882996525569704,0.0455,TRUE,-3.82
"A0A9D4Y2A5_PEA","A0A9D4Y2A5",4.41799768628197e-05,0.00143,TRUE,-1.78
"A0A9D4Y2G2_PEA","A0A9D4Y2G2",0.00198176764780307,0.0159,TRUE,-4.24
"A0A9D4Y2W9_PEA","A0A9D4Y2W9",0.00515146834282267,0.0314,TRUE,0.62
"A0A9D4Y338_PEA.1","A0A9D4Y338",0.00711348043944548,0.0391,TRUE,3.92
"A0A9D4Y356_PEA","A0A9D4Y356",8.58140847986408e-06,0.000521,TRUE,-1.62
"A0A9D4Y389_PEA","A0A9D4Y389",0.00044592678287335,0.00579,TRUE,-1.11
"A0A9D4Y3S9_PEA","A0A9D4Y3S9",0.00747924033625861,0.0406,TRUE,3.05
"A0A9D4Y404_PEA","A0A9D4Y404",6.91114434627575e-05,0.00192,TRUE,-1.28
"A0A9D4Y417_PEA","A0A9D4Y417",0.000326409256240382,0.00482,TRUE,1.9
"A0A9D4Y4B2_PEA","A0A9D4Y4B2",0.000748711853451387,0.00813,TRUE,-1.2
"A0A9D4Y4C6_PEA","A0A9D4Y4C6",0.00177700258840332,0.0147,TRUE,-0.997
"A0A9D4Y4D3_PEA","A0A9D4Y4D3",0.00153311159016529,0.0132,TRUE,-0.918
"A0A9D4Y4F0_PEA","A0A9D4Y4F0",0.000297825674802385,0.00448,TRUE,-1.58
"A0A9D4Y4G6_PEA","A0A9D4Y4G6",0.00413374855523141,0.0269,TRUE,-0.65
"A0A9D4Y4L1_PEA","A0A9D4Y4L1",0.00249882343743125,0.0188,TRUE,-1.34
"A0A9D4Y4M1_PEA","A0A9D4Y4M1",0.000550779926003189,0.00661,TRUE,-0.911
"A0A9D4Y4M4_PEA","A0A9D4Y4M4",0.000411273500431352,0.00553,TRUE,-0.932
"A0A9D4Y522_PEA","A0A9D4Y522",0.000792636763232485,0.00841,TRUE,-1.05
"A0A9D4Y596_PEA","A0A9D4Y596",0.000361738048157412,0.00509,TRUE,-1.82
"A0A9D4Y5D1_PEA","A0A9D4Y5D1",0.00771204843615613,0.0415,TRUE,-1.13
"A0A9D4Y5M4_PEA","A0A9D4Y5M4",3.57235966700466e-06,0.000318,TRUE,2.24
"A0A9D4Y5X5_PEA","A0A9D4Y5X5",0.00333487157850217,0.023,TRUE,-1.05
"A0A9D4Y626_PEA","A0A9D4Y626",7.39506393971137e-05,0.00199,TRUE,-1.43
"A0A9D4Y642_PEA","A0A9D4Y3W0",0.000103690035404139,0.00245,TRUE,-2.07
"A0A9D4Y662_PEA","A0A9D4WFS6",0.000138513765622186,0.00285,TRUE,1.54
"A0A9D4Y682_PEA","A0A9D4Y682",3.41787170791737e-05,0.00123,TRUE,2.81
"A0A9D4Y693_PEA","A0A9D4Y693",5.0147831421908e-05,0.00154,TRUE,2.02
"A0A9D4Y6B7_PEA","A0A9D4Y6B7",0.000107111261973998,0.00248,TRUE,-1.78
"A0A9D4Y6G0_PEA","A0A9D4Y6G0",0.00150279551976848,0.0131,TRUE,1.04
"A0A9D4Y6J4_PEA","A0A9D4Y4I2",0.00585743987121484,0.0345,TRUE,-1.4
"A0A9D4Y6L2_PEA","A0A9D4Y6L2",8.30547628192576e-06,0.00052,TRUE,1.43
"A0A9D4Y6M9_PEA","A0A9D4VYT0",2.7318409133048e-05,0.00106,TRUE,-2.2
"A0A9D4Y6P6_PEA","A0A9D4Y6P6",0.000220875580121079,0.00372,TRUE,-0.925
"A0A9D4Y700_PEA","A0A9D4Y700",0.00268037678572371,0.0196,TRUE,0.755
"A0A9D4Y753_PEA","A0A9D4Y753",0.00062377850320496,0.00715,TRUE,-1.56
"A0A9D4Y782_PEA","A0A9D4Y782",0.000181470211654394,0.00329,TRUE,1.82
"A0A9D4Y793_PEA","A0A9D4Y793",0.00132734542061646,0.0119,TRUE,-0.703
"A0A9D4Y7B2_PEA","A0A9D4Y7B2",0.00139668054175243,0.0124,TRUE,1.55
"A0A9D4Y7C8_PEA","A0A9D4Y7C8",7.56562405275104e-05,0.00199,TRUE,-3.01
"A0A9D4Y7M1_PEA","A0A9D4Y7M1",0.00602598191316956,0.0352,TRUE,0.872
"A0A9D4Y835_PEA","A0A9D4Y835",0.0033871947621599,0.0232,TRUE,1.15
"A0A9D4Y836_PEA","A0A9D4Y836",0.000404889493934443,0.00548,TRUE,2.24
"A0A9D4Y8E6_PEA","A0A9D4Y8E6",0.00041584087006557,0.00556,TRUE,0.807
"A0A9D4Y8H7_PEA","A0A9D4Y8H7",0.000409019629400837,0.00552,TRUE,1.59
"A0A9D4Y8H8_PEA","A0A9D4Y8H8",0.00259963423535876,0.0192,TRUE,-0.64
"A0A9D4Y8K4_PEA","A0A9D4Y8K4",0.000342317241147656,0.00495,TRUE,1.1
"A0A9D4Y9B3_PEA","A0A9D4Y9B3",0.000106781100827699,0.00248,TRUE,-1.48
"A0A9D4Y9L2_PEA","A0A9D4Y9L2",0.000273820654584397,0.00427,TRUE,2.19
"A0A9D4Y9Y7_PEA","A0A9D4Y9Y7",0.00967371583988985,0.0489,TRUE,2.68
"A0A9D4YAH4_PEA","A0A9D4YAH4",0.00198887781457774,0.0159,TRUE,-1.08
"A0A9D4YAK5_PEA","A0A9D4YAK5",0.000601901504668267,0.00699,TRUE,1.2
"A0A9D4YAM9_PEA","A0A9D4YAM9",5.02268400450735e-05,0.00154,TRUE,1.95
"A0A9D4YB87_PEA","A0A9D4YB87",0.00141544533818359,0.0125,TRUE,-1.81
"A0A9D4YBF4_PEA","A0A9D4Y7K5",0.00469708886390789,0.0293,TRUE,2.45
"A0A9D4YBL7_PEA","A0A9D4YBL7",0.00910374817377008,0.0465,TRUE,0.869
"A0A9D4YBV6_PEA","A0A9D4YBV6",2.33841761753157e-05,0.000955,TRUE,-1.5
"A0A9D4YBY6_PEA","A0A9D4YBY6",2.67006578321925e-05,0.00105,TRUE,-1.91
"A0A9D4YCD8_PEA","A0A9D4YCD8",0.00061670448901834,0.0071,TRUE,-0.973
"A0A9D4YCE0_PEA","A0A9D4YCE0",0.00169625225892644,0.0142,TRUE,-0.713
"A0A9D4YCG9_PEA","A0A9D4YCG9",0.000146550694844186,0.00298,TRUE,-1.08
"A0A9D4YCN1_PEA","A0A9D4YCN1",0.00164535201302645,0.0139,TRUE,-1.16
"A0A9D4YCV1_PEA","A0A9D4YCV1",0.000233591397070394,0.00385,TRUE,1.41
"A0A9D4YD50_PEA","A0A9D4YD50",0.00916003669902114,0.0467,TRUE,-0.818
"A0A9D4YD78_PEA","A0A9D4YD78",0.00854285632285342,0.0446,TRUE,-0.704
"A0A9D4YDE2_PEA","A0A9D4YDE2",4.67725945848263e-05,0.00148,TRUE,1.55
"A0A9D4YDN1_PEA","A0A9D4YDN1",0.00159375172433421,0.0135,TRUE,1.18
"A0A9D4YDP5_PEA","A0A9D4YDP5",0.00692679691431108,0.0384,TRUE,-1.23
"A0A9D4YDR9_PEA","A0A9D4YDR9",0.00942951653072786,0.0479,TRUE,1.43
"A0A9D4YDW2_PEA","A0A9D4YDW2",0.00654413209214555,0.037,TRUE,-0.956
"A0A9D4YDX6_PEA","A0A9D4YDX6",0.000286808499861722,0.00436,TRUE,-0.883
"A0A9D4YEE2_PEA","A0A9D4YEE2",0.000279855171861489,0.00429,TRUE,-1.51
"A0A9D4YEJ0_PEA","A0A9D4YEJ0",0.00188626634908205,0.0153,TRUE,0.963
"A0A9D4YEP2_PEA","A0A9D4YEP2",0.000278588539406569,0.00429,TRUE,-1.25
"A0A9D4YF18_PEA","A0A9D4YF18",0.00078334051908871,0.00836,TRUE,0.992
"A0A9D4YF35_PEA","A0A9D4YF35",0.000734162674676259,0.00805,TRUE,1.88
"A0A9D4YFF3_PEA","A0A9D4YFF3",0.00964942345219036,0.0488,TRUE,-0.853
"A0A9D4YFN9_PEA","A0A9D4YFN9",0.00362560981456476,0.0245,TRUE,-1.03
"A0A9D4YFP0_PEA","A0A9D4YFP0",0.00207353323830907,0.0164,TRUE,-0.921
"A0A9D4YFR8_PEA","A0A9D4YFR8",0.00269280248086193,0.0197,TRUE,-0.835
"A0A9D4YFX0_PEA","A0A9D4XDM5",0.00999269654487874,0.0498,TRUE,1.77
"A0A9D4YFX7_PEA","A0A9D4YFX7",0.00125132228947916,0.0114,TRUE,-0.977
"A0A9D4YG77_PEA","A0A9D4YG77",0.000166119739950301,0.00317,TRUE,-1.11
"A0A9D4YGP0_PEA","A0A9D4YGP0",0.00948671172887175,0.0482,TRUE,-0.635
"A0A9D4YGV9_PEA","A0A9D4YGV9",0.000190979731741934,0.00337,TRUE,-1.33
"A0A9D4YGX2_PEA","A0A9D4YGX2",0.000583856632909588,0.00684,TRUE,1.33
"A0A9D4YGY1_PEA","A0A9D4YGY1",0.00462718924065127,0.0291,TRUE,3.19
"A0A9D4YH57_PEA","A0A9D4YH57",0.00233838258209159,0.0178,TRUE,-1.16
"A0A9D4YHB1_PEA","A0A9D4YHB1",7.53060916841868e-05,0.00199,TRUE,1.51
"A0A9D4YHI8_PEA","A0A9D4YHI8",0.00461796757166032,0.029,TRUE,0.876
"A0A9D4YHQ6_PEA","A0A9D4YHQ6",0.00325520341585568,0.0227,TRUE,0.795
"A0A9D4YHR2_PEA","A0A9D4YHR2",0.00250940946137687,0.0188,TRUE,0.79
"A0A9D4YHZ1_PEA","A0A9D4YHZ1",0.00262438798634804,0.0194,TRUE,0.905
"A0A9D4YI13_PEA","A0A9D4YI13",0.00404713107783558,0.0264,TRUE,0.855
"A0A9D4YI27_PEA","A0A9D4YI27",0.000463667142035257,0.00594,TRUE,-1.25
"A0A9D4YIL1_PEA","A0A9D4YIL1",3.05734926079835e-05,0.00114,TRUE,-1.8
"A0A9D4YIM5_PEA","A0A9D4YIM5",0.00654977797854595,0.037,TRUE,-0.636
"A0A9D4YIW7_PEA","A0A9D4YIW7",0.0012635358173738,0.0115,TRUE,-0.996
"A0A9D4YIY2_PEA","A0A9D4YIY2",0.00796053792090646,0.0424,TRUE,0.854
"A0A9D4YJ27_PEA","A0A9D4YJ27",1.93924120331169e-05,0.000841,TRUE,1.4
"A0A9D4YJ53_PEA","A0A9D4YJ53",0.00402339103432534,0.0263,TRUE,-0.891
"A0A9D4YJ97_PEA","A0A9D4YJ97",9.91159315308246e-05,0.00237,TRUE,1.62
"A0A9D4YJB3_PEA","A0A9D4YJB3",1.88675243154391e-05,0.000834,TRUE,1.39
"A0A9D4YJF2_PEA","A0A9D4YJF2",0.00224013137608634,0.0173,TRUE,-0.905
"A0A9D4YJN2_PEA","A0A9D4YJN2",0.000295685603538596,0.00446,TRUE,1.1
"A0A9D4YJR3_PEA","A0A9D4VR14",0.000175925939239281,0.00323,TRUE,-2.81
"A0A9D4YJY7_PEA","A0A9D4YJY7",0.00455944681870293,0.0288,TRUE,0.909
"A0A9D4YKE1_PEA","A0A9D4YKE1",0.00395048143817313,0.026,TRUE,0.92
"A0A9D4YKI5_PEA","A0A9D4YKI5",1.06825423932406e-05,0.00058,TRUE,3.49
"A0A9D4YKP8_PEA","A0A9D4YKP8",0.00390516673560054,0.0259,TRUE,-1.15
"A0A9D4YKT7_PEA","A0A9D4YKT7",0.00848615199622384,0.0444,TRUE,0.846
"A0A9D4YKW0_PEA","A0A9D4YKW0",0.00823663837339772,0.0436,TRUE,-1.18
"A0A9D4YKZ0_PEA","A0A9D4YKZ0",0.00216825246387324,0.0169,TRUE,-1.7
"A0A9D4YL13_PEA","A0A9D4YL13",0.00210844894852918,0.0166,TRUE,-0.767
"A0A9D4YLD1_PEA","A0A9D4YLD1",0.000424479668577401,0.00561,TRUE,-1.09
"A0A9D4YLT5_PEA","A0A9D4YLT5",0.00765532332079676,0.0413,TRUE,2.01
"A0A9D4YLZ2_PEA.1","A0A9D4YLZ2",0.000239039137048988,0.00389,TRUE,2.23
"A0A9D4YM29_PEA","A0A9D4YM29",0.00467452180195783,0.0293,TRUE,-2.85
"A0A9D4YM63_PEA","A0A9D4YM63",0.00261451224818437,0.0193,TRUE,0.853
"A0A9D4YM69_PEA","A0A9D4YM69",5.51589783756461e-05,0.00166,TRUE,1.41
"A0A9D4YM88_PEA","A0A9D4YM88",0.00902188695200067,0.0462,TRUE,-1.32
"A0A9D4YM98_PEA","A0A9D4YM98",0.0079728863565878,0.0424,TRUE,2.99
"A0A9D4YMC1_PEA","A0A9D4YMC1",0.000155071185839703,0.00306,TRUE,-1.18
"A0A9D4YMD1_PEA","A0A9D4YMD1",0.00469172049292189,0.0293,TRUE,-0.783
"A0A9D4YMG3_PEA","A0A9D4YMG3",0.000946429153033624,0.00945,TRUE,-1.03
"A0A9D4YMK6_PEA","A0A9D4XYS6",0.000272406474445455,0.00426,TRUE,-1.26
"A0A9D4YMM2_PEA","A0A9D4YMM2",0.000598928366468218,0.00697,TRUE,1.24
"A0A9D4YMM9_PEA","A0A9D4YMM9",0.000906230623690705,0.0092,TRUE,2.31
"A0A9D4YMN5_PEA","A0A9D4YKH8",0.000879244498468184,0.00903,TRUE,1.26
"A0A9D4YMQ1_PEA","A0A9D4YMQ1",0.00183468063870338,0.015,TRUE,-0.847
"A0A9D4YMQ2_PEA","A0A9D4YMQ2",0.00539233984393157,0.0324,TRUE,-0.713
"A0A9D4YMT2_PEA","A0A9D4YMT2",0.00234702585974323,0.0178,TRUE,-0.91
"A0A9D4YN14_PEA","A0A9D4YN14",1.85769985572292e-05,0.000833,TRUE,1.93
"A0A9D4YN34_PEA","A0A9D4YN34",0.00262574901846774,0.0194,TRUE,-0.791
"A0A9D4YN92_PEA","A0A9D4YN92",0.000388456709427262,0.00538,TRUE,2.87
"A0A9D4YNH0_PEA","A0A9D4YNH0",0.00045362727563027,0.00585,TRUE,-1.92
