"name","ID","Axillary_Buds_0h_vs_Apical_Buds_0h_p.val","Axillary_Buds_0h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_0h_vs_Apical_Buds_0h_significant","Axillary_Buds_0h_vs_Apical_Buds_0h_ratio"
"A0A9D4XD10_PEA","A0A9D4XD10",9.91331784032178e-07,9.68e-05,TRUE,-4.32
"A0A9D4XD26_PEA","A0A9D4XD26",0.0015414073475747,0.00981,TRUE,-1.33
"A0A9D4XD37_PEA","A0A9D4XD37",1.14188522723286e-05,0.000378,TRUE,-2.58
"A0A9D4XD85_PEA","A0A9D4XD85",1.26978091491436e-05,0.00039,TRUE,-2.39
"A0A9D4XDE3_PEA","A0A9D4YL35",0.00193444212783761,0.0117,TRUE,0.9
"A0A9D4XDK3_PEA","A0A9D4XDK3",0.00659616314284515,0.0304,TRUE,-2.9
"A0A9D4XDR1_PEA","A0A9D4XDR1",0.000930019080761061,0.00664,TRUE,-1.3
"A0A9D4XE43_PEA","A0A9D4XE43",0.00454022148135878,0.0226,TRUE,4.14
"A0A9D4XE58_PEA","A0A9D4XE58",0.00544236488612611,0.0263,TRUE,-0.658
"A0A9D4XED1_PEA","A0A9D4XED1",5.00619222401479e-05,0.000874,TRUE,1.45
"A0A9D4XEI3_PEA","A0A9D4XEI3",1.52177817999392e-07,4.52e-05,TRUE,-3.8
"A0A9D4XEK2_PEA","A0A9D4XEK2",7.59538994292009e-06,0.000293,TRUE,1.59
"A0A9D4XEL4_PEA","A0A9D4XEL4",0.00559253518274278,0.0269,TRUE,0.837
"A0A9D4XEV5_PEA","A0A9D4XEV5",0.00288975148635366,0.0158,TRUE,-3.09
"A0A9D4XEW3_PEA","A0A9D4XEW3",0.000403817023787385,0.00358,TRUE,-1.85
"A0A9D4XEX7_PEA","A0A9D4XEX7",0.000200694484807504,0.0022,TRUE,1.02
"A0A9D4XEY5_PEA","A0A9D4XEY5",0.000478239692491966,0.00406,TRUE,1.51
"A0A9D4XFA3_PEA","A0A9D4XDJ3",0.000657392311904946,0.00518,TRUE,-1.04
"A0A9D4XFA7_PEA","A0A9D4XFA7",0.000471944110311214,0.00402,TRUE,0.898
"A0A9D4XFX6_PEA","A0A9D4XFX6",1.02099144854829e-05,0.000359,TRUE,-2.54
"A0A9D4XFZ5_PEA","A0A9D4XFZ5",1.27540034023693e-05,0.00039,TRUE,2.29
"A0A9D4XG68_PEA","A0A9D4XG68",0.00732630471097149,0.0332,TRUE,0.956
"A0A9D4XG75_PEA","A0A9D4XG75",7.53796760962798e-05,0.00113,TRUE,1.61
"A0A9D4XGF5_PEA","A0A9D4XGF5",0.000164672607051484,0.00196,TRUE,-1.9
"A0A9D4XGP5_PEA","A0A9D4XGP5",0.000534696991262665,0.00442,TRUE,1.81
"A0A9D4XGW0_PEA","A0A9D4XGW0",3.63739231492036e-05,0.00072,TRUE,1.37
"A0A9D4XGX6_PEA","A0A9D4XGX6",4.31379619651224e-07,6.79e-05,TRUE,-2.35
"A0A9D4XH58_PEA.1","A0A9D4XH58",0.000662933708701597,0.0052,TRUE,-1.83
"A0A9D4XHF5_PEA","A0A9D4XHF5",3.67104551921654e-05,0.000723,TRUE,-1.82
"A0A9D4XHG0_PEA","A0A9D4XHG0",0.000722617473654304,0.00553,TRUE,-1.12
"A0A9D4XHG2_PEA","A0A9D4XHG2",0.00182290961560443,0.0112,TRUE,-1.23
"A0A9D4XHL5_PEA","A0A9D4XHL5",0.00792359379061672,0.0352,TRUE,1.12
"A0A9D4XHM3_PEA","A0A9D4XHM3",0.0124391946381959,0.0499,TRUE,0.812
"A0A9D4XHV1_PEA","A0A9D4XHV1",0.000213032559770096,0.00228,TRUE,1.76
"A0A9D4XHV2_PEA","A0A9D4XHV2",6.86584130407581e-05,0.00107,TRUE,1.5
"A0A9D4XHW4_PEA","A0A9D4XHW4",4.64607066950356e-06,0.000207,TRUE,-2.91
"A0A9D4XI00_PEA","A0A9D4XI00",3.7704249787449e-06,0.00019,TRUE,2.08
"A0A9D4XI03_PEA","A0A9D4XI03",9.00370014435819e-06,0.000336,TRUE,-2.24
"A0A9D4XIC9_PEA","A0A9D4XIC9",1.36786001795609e-06,0.000108,TRUE,2.88
"A0A9D4XID9_PEA","A0A9D4XID9",0.0107572718243045,0.0444,TRUE,-2.79
"A0A9D4XIE0_PEA","A0A9D4XIE0",0.00442583818716544,0.0223,TRUE,-1.29
"A0A9D4XIH6_PEA","A0A9D4XIH6",0.00366949403823685,0.0192,TRUE,-1.06
"A0A9D4XIP4_PEA","A0A9D4XIP4",0.000986876907708197,0.00697,TRUE,1.33
"A0A9D4XIR6_PEA","A0A9D4XIR6",0.000609769749330322,0.00488,TRUE,-1.28
"A0A9D4XIV2_PEA","A0A9D4XIV2",7.38842882876422e-05,0.00111,TRUE,-2.48
"A0A9D4XJ19_PEA","A0A9D4XJ19",0.00817330975968276,0.036,TRUE,3.19
"A0A9D4XJE9_PEA","A0A9D4X4R3",0.00195415392095379,0.0117,TRUE,-1.14
"A0A9D4XJG1_PEA","A0A9D4XJG1",1.12141182221567e-07,4.44e-05,TRUE,-3.73
"A0A9D4XJL0_PEA","A0A9D4XJL0",0.0048909297688743,0.024,TRUE,-1.3
"A0A9D4XJM4_PEA","A0A9D4XJM4",0.00619864852701108,0.029,TRUE,-0.971
"A0A9D4XJS0_PEA","A0A9D4XJS0",0.00694485567087958,0.0317,TRUE,-3.65
"A0A9D4XJW4_PEA","A0A9D4XJW4",4.08530419169209e-05,0.000775,TRUE,-2.4
"A0A9D4XKG5_PEA.2","A0A9D4XID6",0.00983256646546734,0.0417,TRUE,5.25
"A0A9D4XKN2_PEA","A0A9D4XKN2",0.00733413330318128,0.0332,TRUE,0.981
"A0A9D4XKQ5_PEA","A0A9D4XKQ5",0.00239902057563711,0.0138,TRUE,-0.844
"A0A9D4XKS9_PEA","A0A9D4XKS9",0.00442313923531319,0.0223,TRUE,0.619
"A0A9D4XKU6_PEA","A0A9D4XKU6",0.0123765795131004,0.0497,TRUE,4.11
"A0A9D4XKW7_PEA","A0A9D4XKW7",0.00109333579608439,0.00749,TRUE,0.725
"A0A9D4XL04_PEA","A0A9D4XL04",0.0011685185369145,0.00785,TRUE,-0.899
"A0A9D4XL76_PEA","A0A9D4XL76",0.000210363353489493,0.00226,TRUE,1.17
"A0A9D4XLA0_PEA","A0A9D4XLA0",0.0011173634221221,0.00761,TRUE,1.55
"A0A9D4XLA9_PEA","A0A9D4XLA9",0.00932503681401555,0.0399,TRUE,-0.745
"A0A9D4XLE5_PEA","A0A9D4XLE5",4.59351013167283e-05,0.000834,TRUE,2.45
"A0A9D4XLG9_PEA","A0A9D4XLG9",0.00503890959258484,0.0246,TRUE,-0.748
"A0A9D4XLM0_PEA","A0A9D4XLM0",1.18962801266239e-06,0.000104,TRUE,-2.3
"A0A9D4XLW6_PEA","A0A9D4XLW6",9.16462431883092e-05,0.00129,TRUE,1.33
"A0A9D4XLX1_PEA","A0A9D4XLX1",5.0062381154581e-05,0.000874,TRUE,1.69
"A0A9D4XLY2_PEA","A0A9D4XLY2",0.00194124885786314,0.0117,TRUE,0.993
"A0A9D4XM02_PEA","A0A9D4XM02",1.74257100299914e-05,0.000461,TRUE,1.75
"A0A9D4XMM6_PEA","A0A9D4XMM6",0.00649677857015263,0.03,TRUE,-0.899
"A0A9D4XMP0_PEA","A0A9D4XMP0",0.000222857874678824,0.00236,TRUE,-1.56
"A0A9D4XMS5_PEA","A0A9D4XMS5",0.0106356041610914,0.044,TRUE,0.698
"A0A9D4XMU7_PEA","A0A9D4XNN0",9.19382585207473e-07,9.39e-05,TRUE,-3.17
"A0A9D4XN74_PEA","A0A9D4XJP0",0.000392059426746399,0.00351,TRUE,1.96
"A0A9D4XNA0_PEA","A0A9D4XNA0",0.0107387719498802,0.0444,TRUE,-0.804
"A0A9D4XNB6_PEA","A0A9D4XKD5",0.000163590944150852,0.00195,TRUE,1.09
"A0A9D4XNC9_PEA","A0A9D4XNC9",6.62774698889357e-05,0.00104,TRUE,1.37
"A0A9D4XNH2_PEA","A0A9D4XNH2",2.95837372172093e-06,0.000163,TRUE,-2.11
"A0A9D4XNP3_PEA","A0A9D4XNP3",8.46892978324364e-06,0.00032,TRUE,1.93
"A0A9D4XNP5_PEA","A0A9D4XNP5",6.33491809934652e-06,0.000257,TRUE,1.53
"A0A9D4XNS3_PEA","A0A9D4XNS3",4.85291921715066e-08,3.4e-05,TRUE,-3.98
"A0A9D4XNT2_PEA","A0A9D4XNT2",0.000390876764122716,0.0035,TRUE,-1.5
"A0A9D4XNV0_PEA","A0A9D4XNV0",7.41157166574165e-07,8.22e-05,TRUE,-2.53
"A0A9D4XNY0_PEA","A0A9D4XNY0",0.00239574547921416,0.0138,TRUE,0.757
"A0A9D4XNZ2_PEA","A0A9D4XNZ2",1.12785974982022e-06,0.000104,TRUE,-6.76
"A0A9D4XP13_PEA","A0A9D4XP13",0.000467403388186757,0.00399,TRUE,1.23
"A0A9D4XP18_PEA","A0A9D4XP18",7.84360898647053e-06,3e-04,TRUE,-2.57
"A0A9D4XP66_PEA.1","A0A9D4XP66",8.56245594461184e-05,0.00123,TRUE,2.25
"A0A9D4XP98_PEA","A0A9D4XP98",0.00193730304278362,0.0117,TRUE,1.16
"A0A9D4XPC8_PEA.1","A0A9D4XPC8",0.00124975944883354,0.00831,TRUE,-2.27
"A0A9D4XPD8_PEA","A0A9D4XPD8",0.000502549186551506,0.00422,TRUE,1.48
"A0A9D4XPD9_PEA","A0A9D4XPD9",0.0105918465061727,0.0439,TRUE,1.18
"A0A9D4XPH4_PEA","A0A9D4XPH4",0.000938133256976169,0.00668,TRUE,2.63
"A0A9D4XPJ6_PEA","A0A9D4XPJ6",0.000253727556755264,0.00258,TRUE,1.53
"A0A9D4XPX9_PEA","A0A9D4WAK8",0.00247405484098873,0.0142,TRUE,-1.45
"A0A9D4XQI1_PEA","A0A9D4WXV2",0.00947473345867933,0.0404,TRUE,0.86
"A0A9D4XQJ6_PEA","A0A9D4XLV0",0.00290341713871271,0.0159,TRUE,0.879
"A0A9D4XR82_PEA","A0A9D4XR82",5.4314918357936e-06,0.000233,TRUE,1.96
"A0A9D4XRB6_PEA","A0A9D4XRB6",0.0103932322569152,0.0433,TRUE,-0.916
"A0A9D4XRC7_PEA","A0A9D4XRC7",0.000174506528823902,0.00202,TRUE,-1.28
"A0A9D4XRE0_PEA","A0A9D4XRE0",1.24810941784688e-05,0.00039,TRUE,-2.03
"A0A9D4XRI3_PEA","A0A9D4XRI3",0.00220653529371535,0.0129,TRUE,-3.35
"A0A9D4XRI8_PEA","A0A9D4XRI8",3.9653896179157e-08,3.06e-05,TRUE,-4.7
"A0A9D4XRJ6_PEA","A0A9D4XQU6",0.00126879441766035,0.00837,TRUE,0.984
"A0A9D4XRP6_PEA.1","A0A9D4XRP6",0.00182920431033863,0.0112,TRUE,2.75
"A0A9D4XRT1_PEA","A0A9D4XRT1",0.00377233951657144,0.0197,TRUE,-1.44
"A0A9D4XRT4_PEA","A0A9D4XRT4",0.00195677287755999,0.0117,TRUE,0.893
"A0A9D4XRU0_PEA","A0A9D4XRU0",0.000203894601322651,0.00222,TRUE,-2.41
"A0A9D4XRZ5_PEA","A0A9D4XRZ5",0.000121918148970156,0.00157,TRUE,1.08
"A0A9D4XS30_PEA","A0A9D4XS30",0.000269074443594913,0.0027,TRUE,1.59
"A0A9D4XS44_PEA","A0A9D4XS44",0.0073951948313107,0.0334,TRUE,-2.61
"A0A9D4XS65_PEA","A0A9D4XS65",0.00400070077518018,0.0207,TRUE,-0.712
"A0A9D4XS74_PEA","A0A9D4XS74",0.00587250425825019,0.0279,TRUE,1.1
"A0A9D4XS91_PEA","A0A9D4XS91",0.00619318156565779,0.029,TRUE,0.819
"A0A9D4XSI2_PEA","A0A9D4XSI2",4.90714608772697e-05,0.000866,TRUE,2.47
"A0A9D4XSL7_PEA","A0A9D4XSL7",0.0103207475228989,0.0431,TRUE,4.44
"A0A9D4XSM4_PEA","A0A9D4XSM4",6.92366436762154e-05,0.00107,TRUE,4.51
"A0A9D4XT03_PEA","A0A9D4XT03",3.92466602203305e-07,6.7e-05,TRUE,-4.26
"A0A9D4XT07_PEA","A0A9D4XT07",0.00353305704862567,0.0186,TRUE,0.901
"A0A9D4XT16_PEA","A0A9D4XT16",4.00936440852418e-05,0.000766,TRUE,-3.65
"A0A9D4XT24_PEA","A0A9D4XT24",0.00769333387593809,0.0345,TRUE,-0.711
"A0A9D4XT29_PEA","A0A9D4XT29",0.00275830122375347,0.0154,TRUE,1.15
"A0A9D4XT39_PEA","A0A9D4XT39",0.00303405940960712,0.0165,TRUE,-1.26
"A0A9D4XT42_PEA","A0A9D4W6Z4",4.77861651335432e-05,0.000855,TRUE,-2.5
"A0A9D4XT59_PEA","A0A9D4XT59",0.000173749750986276,0.00202,TRUE,1.05
"A0A9D4XTF6_PEA","A0A9D4XTF6",0.000332845484875397,0.00313,TRUE,1.06
"A0A9D4XTH6_PEA","A0A9D4XTH6",7.36062965221684e-05,0.00111,TRUE,-2.33
"A0A9D4XTP6_PEA","A0A9D4XTP6",1.57858246784506e-06,0.000118,TRUE,-2.4
"A0A9D4XTS9_PEA","A0A9D4XTS9",0.00200935446592442,0.012,TRUE,0.779
"A0A9D4XTW1_PEA","A0A9D4XTW1",0.00103764328746267,0.00722,TRUE,1.26
"A0A9D4XU02_PEA","A0A9D4XU02",0.00169860991425217,0.0106,TRUE,1.37
"A0A9D4XU03_PEA","A0A9D4XU03",3.53974847338455e-06,0.000184,TRUE,3
"A0A9D4XU38_PEA","A0A9D4XU38",0.000283225165834932,0.00281,TRUE,1.52
"A0A9D4XUB1_PEA","A0A9D4XUB1",0.00685868266054829,0.0313,TRUE,0.634
"A0A9D4XUG1_PEA","A0A9D4XUG1",0.000605435043599781,0.00485,TRUE,-3.27
"A0A9D4XUL8_PEA","A0A9D4XUL8",0.000857409919326837,0.00626,TRUE,1.15
"A0A9D4XUP7_PEA","A0A9D4XUP7",0.00203923953393573,0.0121,TRUE,1.04
"A0A9D4XUU8_PEA","A0A9D4XUU8",2.89556777567649e-05,0.000619,TRUE,1.71
"A0A9D4XUV2_PEA","A0A9D4XUV2",0.000118730806478053,0.00153,TRUE,-2.57
"A0A9D4XUV8_PEA","A0A9D4XUV8",0.00671618732057873,0.0309,TRUE,-0.825
"A0A9D4XV13_PEA","A0A9D4XV13",7.65883770071283e-05,0.00114,TRUE,-1.1
"A0A9D4XV45_PEA","A0A9D4XV45",0.000957485917410902,0.0068,TRUE,1.13
"A0A9D4XV76_PEA","A0A9D4XV76",0.00239963328594222,0.0138,TRUE,-1.04
"A0A9D4XVG9_PEA","A0A9D4XVG9",1.5986052321397e-05,0.000434,TRUE,1.63
"A0A9D4XVI0_PEA","A0A9D4XVI0",0.0082577825574664,0.0363,TRUE,0.743
"A0A9D4XVI9_PEA","A0A9D4W5V1",0.00178955213722008,0.0111,TRUE,1.03
"A0A9D4XVL9_PEA","A0A9D4XVL9",0.00451760298468213,0.0226,TRUE,2.98
"A0A9D4XVS8_PEA","A0A9D4XVS8",0.00436667774467438,0.0221,TRUE,0.917
"A0A9D4XW30_PEA","A0A9D4XW30",0.000568019474978904,0.00463,TRUE,1.82
"A0A9D4XWB4_PEA","A0A9D4VUU3",4.29637080749887e-06,0.000201,TRUE,-3.07
"A0A9D4XWH1_PEA","A0A9D4XWH1",0.00430499709216835,0.0218,TRUE,1.04
"A0A9D4XWR0_PEA","A0A9D4XWR0",0.000302345620799138,0.00292,TRUE,-2.69
"A0A9D4XWT4_PEA","A0A9D4XWT4",0.00854916084480779,0.0374,TRUE,-2.22
"A0A9D4XWT8_PEA","A0A9D4XWT8",0.00168722980519704,0.0106,TRUE,1.14
"A0A9D4XWV6_PEA","A0A9D4XWV6",0.000201452964843338,0.00221,TRUE,1.85
"A0A9D4XWY0_PEA","A0A9D4XWY0",0.00320405961103378,0.0173,TRUE,-0.903
"A0A9D4XWY2_PEA","A0A9D4XWY2",0.00715972548154401,0.0326,TRUE,-2.93
"A0A9D4XX03_PEA","A0A9D4XX03",0.000898363231125768,0.0065,TRUE,-1.01
"A0A9D4XX59_PEA","A0A9D4XX59",0.000406103204161404,0.00359,TRUE,1.91
"A0A9D4XX99_PEA","A0A9D4XX99",8.18009595432023e-05,0.0012,TRUE,1.37
"A0A9D4XXA8_PEA","A0A9D4XXA8",0.000194688583051182,0.00217,TRUE,1.46
"A0A9D4XXF5_PEA","A0A9D4XXF5",0.00381940651707755,0.0199,TRUE,0.913
"A0A9D4XXG6_PEA","A0A9D4XXG6",1.33757585439007e-06,0.000108,TRUE,-3.23
"A0A9D4XXH1_PEA","A0A9D4XXD2",0.011671252235718,0.0476,TRUE,-1.01
"A0A9D4XXL8_PEA","A0A9D4XXL8",5.58728424159794e-07,7.58e-05,TRUE,-3.99
"A0A9D4XXQ7_PEA","A0A9D4XXQ7",0.00150499961932377,0.00961,TRUE,1.04
"A0A9D4XXR1_PEA","A0A9D4XXR1",9.06033804262519e-05,0.00128,TRUE,1.76
"A0A9D4XY01_PEA","A0A9D4XY01",0.00113756731214304,0.00769,TRUE,-0.855
"A0A9D4XY04_PEA","A0A9D4XY04",0.0112023148597869,0.0458,TRUE,-1.14
"A0A9D4XY98_PEA","A0A9D4XY98",0.00891829291468301,0.0386,TRUE,-0.762
"A0A9D4XYD4_PEA","A0A9D4XYD4",0.00020213778828483,0.00221,TRUE,1.22
"A0A9D4XYK5_PEA","A0A9D4XYK5",5.51173989858018e-05,0.000933,TRUE,2.75
"A0A9D4XYL0_PEA","A0A9D4XAZ1",3.84872961267499e-05,0.000744,TRUE,-1.89
"A0A9D4XYR1_PEA","A0A9D4Y2X7",0.00993761358521334,0.042,TRUE,-1.43
"A0A9D4XYV6_PEA","A0A9D4XYV6",0.00470130268621639,0.0233,TRUE,0.718
"A0A9D4XYX2_PEA","A0A9D4XYX2",0.000128670470944631,0.00162,TRUE,-2.86
"A0A9D4XYY3_PEA","A0A9D4XYY3",0.00667463453494567,0.0307,TRUE,-4.13
"A0A9D4XYY7_PEA","A0A9D4XYY7",2.82861064429679e-05,0.000613,TRUE,2.52
"A0A9D4XZ08_PEA","A0A9D4XZ08",3.92167592542401e-07,6.7e-05,TRUE,-4.13
"A0A9D4XZ12_PEA","A0A9D4XHT8",0.00107350648402362,0.00741,TRUE,-1.3
"A0A9D4XZ13_PEA","A0A9D4XZ13",0.000191497974978317,0.00215,TRUE,1.69
"A0A9D4XZ49_PEA","A0A9D4XZ49",0.000418053856724821,0.00367,TRUE,-2.93
"A0A9D4XZ89_PEA","A0A9D4XZ89",0.00386197546523756,0.0201,TRUE,-1.08
"A0A9D4XZ97_PEA","A0A9D4XV22",0.00189415069917806,0.0115,TRUE,-1.05
"A0A9D4XZC5_PEA","A0A9D4XZC5",0.00680826032347101,0.0312,TRUE,0.832
"A0A9D4XZP3_PEA","A0A9D4XZP3",3.07525362758166e-06,0.000167,TRUE,2.56
"A0A9D4XZU2_PEA","A0A9D4XZU2",0.00271160734895099,0.0152,TRUE,0.762
"A0A9D4Y020_PEA","A0A9D4Y020",2.55692378278664e-05,0.000577,TRUE,1.6
"A0A9D4Y044_PEA","A0A9D4Y044",6.37615457895062e-05,0.00102,TRUE,-2.78
"A0A9D4Y047_PEA","A0A9D4Y047",0.00943489291435738,0.0403,TRUE,0.694
"A0A9D4Y070_PEA","A0A9D4Y070",2.43995700974771e-05,0.000575,TRUE,-2.79
"A0A9D4Y0C1_PEA","A0A9D4Y0C1",5.67419417994755e-05,0.000952,TRUE,-2.43
"A0A9D4Y0E1_PEA","A0A9D4Y0E1",0.00405446198528049,0.0209,TRUE,-3.44
"A0A9D4Y0N7_PEA","A0A9D4Y0N7",0.00449379927626167,0.0225,TRUE,2.17
"A0A9D4Y105_PEA","A0A9D4Y105",4.39895099743723e-05,0.000822,TRUE,-1.73
"A0A9D4Y1C1_PEA","A0A9D4Y0D1",4.56076617428415e-05,0.000833,TRUE,-1.81
"A0A9D4Y1D3_PEA","A0A9D4Y1D3",0.00675337243615181,0.031,TRUE,1.53
"A0A9D4Y1J7_PEA","A0A9D4Y1J7",0.00831335937493374,0.0365,TRUE,-1.05
"A0A9D4Y1L4_PEA","A0A9D4Y1L4",0.000748659733907533,0.00568,TRUE,1.77
"A0A9D4Y1R8_PEA","A0A9D4Y1R8",2.14905550134493e-06,0.000136,TRUE,-2.18
"A0A9D4Y1S6_PEA","A0A9D4Y1S6",3.15671365416218e-05,0.00065,TRUE,1.34
"A0A9D4Y203_PEA","A0A9D4Y203",0.000206182949639152,0.00223,TRUE,-1.66
"A0A9D4Y280_PEA","A0A9D4Y280",0.000774232195404612,0.00584,TRUE,-1.21
"A0A9D4Y298_PEA","A0A9D4Y298",0.00216639502356522,0.0127,TRUE,0.911
"A0A9D4Y2A5_PEA","A0A9D4Y2A5",3.80492159006737e-06,0.000191,TRUE,2.75
"A0A9D4Y2G2_PEA","A0A9D4Y2G2",0.00134584566963095,0.00879,TRUE,5.05
"A0A9D4Y2L5_PEA","A0A9D4Y2L5",0.0078454369756407,0.035,TRUE,-0.91
"A0A9D4Y2N8_PEA","A0A9D4Y2N8",0.0117828405802589,0.048,TRUE,1.04
"A0A9D4Y2P2_PEA","A0A9D4Y2P2",0.00112267970163065,0.00763,TRUE,1.33
"A0A9D4Y2P5_PEA.1","A0A9D4Y2P5",0.000807678356673501,0.00599,TRUE,1.21
"A0A9D4Y356_PEA","A0A9D4Y356",2.36029722573797e-05,0.000564,TRUE,1.58
"A0A9D4Y389_PEA","A0A9D4Y389",0.00112769786975777,0.00765,TRUE,1.07
"A0A9D4Y3C4_PEA","A0A9D4Y3C4",2.75664183178745e-06,0.000158,TRUE,-2.24
"A0A9D4Y3G2_PEA","A0A9D4Y3G2",0.00493818025231102,0.0242,TRUE,3.68
"A0A9D4Y3L3_PEA","A0A9D4Y3L3",0.012248405106405,0.0493,TRUE,-0.705
"A0A9D4Y3T1_PEA","A0A9D4Y3T1",1.94093969315225e-07,5.17e-05,TRUE,-2.9
"A0A9D4Y3W0_PEA","A0A9D4Y3W0",0.000708927097272546,0.00544,TRUE,-1.51
"A0A9D4Y3Y2_PEA","A0A9D4Y3Y2",0.00294486275808,0.016,TRUE,-0.772
"A0A9D4Y3Z7_PEA","F8T951",0.000583862925075275,0.00473,TRUE,-2.03
"A0A9D4Y417_PEA","A0A9D4Y417",0.000118700303893194,0.00153,TRUE,-2.45
"A0A9D4Y4C6_PEA","A0A9D4Y4C6",8.78130635780608e-05,0.00125,TRUE,1.75
"A0A9D4Y4D3_PEA","A0A9D4Y4D3",0.00033275444119222,0.00313,TRUE,1.3
"A0A9D4Y4F0_PEA","A0A9D4Y4F0",0.000108481337531872,0.00146,TRUE,2.04
"A0A9D4Y4G6_PEA","A0A9D4Y4G6",5.36498415963876e-05,0.000922,TRUE,1.41
"A0A9D4Y4M4_PEA","A0A9D4Y4M4",2.50031676988555e-05,0.000576,TRUE,1.54
"A0A9D4Y4M7_PEA","A0A9D4Y4M7",7.74475687563081e-05,0.00115,TRUE,1.41
"A0A9D4Y4Y1_PEA","A0A9D4Y4Y1",0.00765352020772607,0.0344,TRUE,0.851
"A0A9D4Y522_PEA","A0A9D4Y522",2.14496640619489e-05,0.000528,TRUE,1.97
"A0A9D4Y537_PEA","A0A9D4Y537",0.00408144628048892,0.021,TRUE,0.798
"A0A9D4Y574_PEA","A0A9D4Y574",0.00409005903525988,0.021,TRUE,0.889
"A0A9D4Y596_PEA","A0A9D4Y596",0.00124843664129896,0.0083,TRUE,1.68
"A0A9D4Y5I9_PEA","A0A9D4Y5I9",0.000345371677179364,0.00321,TRUE,1.49
"A0A9D4Y5M4_PEA","A0A9D4Y5M4",2.17180156127838e-05,0.000531,TRUE,-1.98
"A0A9D4Y5R4_PEA","A0A9D4Y5R4",0.0041796020053417,0.0213,TRUE,-1.52
"A0A9D4Y5T8_PEA","A0A9D4Y5T8",0.00267863703601063,0.0151,TRUE,0.758
"A0A9D4Y5V6_PEA","A0A9D4Y4N1",0.00279866181528824,0.0155,TRUE,-2.01
"A0A9D4Y5Y8_PEA","A0A9D4Y5Y8",0.000495402640663518,0.00418,TRUE,1.31
"A0A9D4Y628_PEA","A0A9D4Y628",0.00826452845489603,0.0363,TRUE,0.865
"A0A9D4Y662_PEA","A0A9D4WFS6",5.30006732408546e-05,0.000915,TRUE,-1.97
"A0A9D4Y679_PEA","A0A9D4Y679",0.00078642882633366,0.0059,TRUE,1.32
"A0A9D4Y682_PEA","A0A9D4Y682",0.000878629490065392,0.00638,TRUE,-1.98
"A0A9D4Y693_PEA","A0A9D4Y693",7.45843774924714e-05,0.00112,TRUE,-2.14
"A0A9D4Y6B7_PEA","A0A9D4Y6B7",7.04336542736408e-05,0.00108,TRUE,2.11
"A0A9D4Y6G0_PEA","A0A9D4Y6G0",3.88079974608975e-06,0.000193,TRUE,-2.67
"A0A9D4Y6H1_PEA","A0A9D4Y6H1",0.00805396776178973,0.0356,TRUE,2.96
"A0A9D4Y6J4_PEA","A0A9D4Y4I2",0.00815087071547461,0.036,TRUE,-1.47
"A0A9D4Y6L2_PEA","A0A9D4Y6L2",2.70571684927605e-06,0.000156,TRUE,-1.85
"A0A9D4Y6M9_PEA","A0A9D4VYT0",0.000260039621934957,0.00263,TRUE,1.8
"A0A9D4Y6S0_PEA","A0A9D4Y6S0",5.13504586512109e-05,0.00089,TRUE,1.45
"A0A9D4Y6U2_PEA","A0A9D4Y6U2",0.00115617446764488,0.00779,TRUE,-1.03
"A0A9D4Y742_PEA","A0A9D4Y742",0.00782820158833186,0.0349,TRUE,2.4
"A0A9D4Y747_PEA","A0A9D5BNP5",0.0076852397337058,0.0345,TRUE,0.716
"A0A9D4Y782_PEA","A0A9D4Y782",0.00619425707784516,0.029,TRUE,-1.16
"A0A9D4Y792_PEA","A0A9D4Y792",0.000876040792327415,0.00637,TRUE,2.98
"A0A9D4Y7C8_PEA","A0A9D4Y7C8",1.23934657489712e-05,0.00039,TRUE,4.3
"A0A9D4Y7E0_PEA","A0A9D4Y7E0",0.00411034039738046,0.0211,TRUE,-1.71
"A0A9D4Y7J2_PEA","A0A9D4Y7J2",0.00770730632714372,0.0346,TRUE,3.15
"A0A9D4Y7M1_PEA","A0A9D4Y7M1",0.002059441864358,0.0122,TRUE,-1.18
"A0A9D4Y7P6_PEA.1","A0A9D4WB66",0.00258391506005666,0.0147,TRUE,-2.99
"A0A9D4Y7Y3_PEA","A0A9D4Y7Y3",0.0120218268770671,0.0487,TRUE,0.643
"A0A9D4Y804_PEA","A0A9D4Y804",0.00408999336085267,0.021,TRUE,0.89
"A0A9D4Y835_PEA","A0A9D4Y835",0.00187844231221594,0.0115,TRUE,-1.42
"A0A9D4Y8H7_PEA","A0A9D4Y8H7",0.00100611677298506,0.00706,TRUE,-1.55
"A0A9D4Y8H8_PEA","A0A9D4Y8H8",0.00109912749444848,0.00751,TRUE,0.823
"A0A9D4Y8J3_PEA","A0A9D5B8B1",3.54287580071489e-05,0.000708,TRUE,-1.93
"A0A9D4Y8K4_PEA","A0A9D4Y8K4",0.00146010105137679,0.00939,TRUE,-0.984
"A0A9D4Y8P1_PEA","A0A9D4Y8P1",0.0103648682433732,0.0432,TRUE,-1.89
"A0A9D4Y8Q1_PEA","A0A9D4Y8Q1",3.46627743679843e-05,0.000698,TRUE,-2.47
"A0A9D4Y8U4_PEA","A0A9D4Y8U4",0.00081717291764616,0.00605,TRUE,0.899
"A0A9D4Y8V1_PEA","A0A9D4Y8V1",0.00259289714191155,0.0147,TRUE,-1.02
"A0A9D4Y9B3_PEA","A0A9D4Y9B3",5.07713969889161e-05,0.000884,TRUE,1.84
